idind_care,SEXE,AGE,SDPOI,SDTAIL,imc,idmen_care,rev_ind_senior_i,rev_ind_conj_i,rev_alr_conj_i,rev_alr_senior_i,AGE_CAT
129201,1,63,78.0,168.0,27.636054422,1292,27881.0,8821.0,0.0,0,60 to 70
129301,2,63,54.0,168.0,19.132653061,1293,24252.0,86064.0,0.0,0,60 to 70
129401,2,63,65.0,170.0,22.491349481,1294,49160.0,25504.0,0.0,0,60 to 70
129501,2,63,57.0,163.0,21.453573714,1295,10942.0,,,0,60 to 70
129601,2,63,94.0,145.0,44.708680143,1296,3713.0,11089.0,0.0,0,60 to 70
129701,1,63,92.0,172.0,31.097890752,1297,32519.0,,,0,60 to 70
129801,2,63,55.0,155.0,22.892819979,1298,4649.0,,,0,60 to 70
129901,2,63,65.0,160.0,25.390625,1299,27641.0,81686.0,0.0,0,60 to 70
130001,2,63,63.0,162.0,24.005486968,1300,17273.0,,,0,60 to 70
13001,2,60,75.0,162.0,28.577960677,130,5312.0,15200.0,0.0,0,60 to 70
1301,1,100,60.0,165.0,22.038567493,13,56878.0,2530.0,0.0,0,91 to 110
130101,1,63,98.0,162.0,37.341868618,1301,8529.0,12089.0,0.0,0,60 to 70
130201,2,63,47.0,155.0,19.562955255,1302,8362.0,,,0,60 to 70
130301,2,63,54.0,152.0,23.372576177,1303,10388.0,,,0,60 to 70
130401,2,63,70.0,159.0,27.688778134,1304,2088.0,16203.0,0.0,0,60 to 70
130501,2,63,71.0,163.0,26.722872521,1305,13108.0,24673.0,0.0,0,60 to 70
130601,2,63,68.0,178.0,21.461936624,1306,22962.0,,,0,60 to 70
130701,2,63,60.0,160.0,23.4375,1307,20337.0,,,0,60 to 70
130801,1,63,83.0,180.0,25.617283951,1308,23344.0,47848.0,0.0,0,60 to 70
130901,2,63,56.0,160.0,21.875,1309,6883.0,,,0,60 to 70
131001,1,63,75.0,178.0,23.67125363,1310,16018.0,28811.0,0.0,0,60 to 70
13101,2,60,61.0,170.0,21.107266436,131,3373.0,,,0,60 to 70
131101,2,63,70.0,168.0,24.801587302,1311,10389.0,,,0,60 to 70
131201,2,63,68.0,162.0,25.910684347,1312,12555.0,31279.0,0.0,0,60 to 70
131301,2,63,55.0,147.0,25.452357814,1313,0.0,22367.0,0.0,0,60 to 70
131401,2,63,,172.0,,1314,12439.0,,,0,60 to 70
131501,1,63,65.0,170.0,22.491349481,1315,14577.0,9349.0,0.0,0,60 to 70
131601,2,63,92.0,152.0,39.819944598,1316,10168.0,,,0,60 to 70
131701,1,63,86.0,172.0,29.069767442,1317,26418.0,4401.0,0.0,0,60 to 70
131801,1,63,105.0,189.0,29.394473839,1318,67616.0,,,0,60 to 70
131901,2,63,84.0,162.0,32.007315958,1319,15505.0,16454.0,0.0,0,60 to 70
132001,1,63,89.0,173.0,29.737044338,1320,31809.0,16614.0,0.0,0,60 to 70
13201,2,60,70.0,158.0,28.040378145,132,23279.0,,,0,60 to 70
132101,1,63,89.0,167.0,31.912223457,1321,27311.0,15568.0,0.0,0,60 to 70
132201,2,63,84.0,164.0,31.231409875,1322,11125.0,12549.0,0.0,0,60 to 70
132301,1,63,50.0,169.0,17.506389832,1323,16051.0,,,0,60 to 70
132401,2,63,65.0,168.0,23.030045351,1324,38600.0,,,0,60 to 70
132501,2,63,,178.0,,1325,34380.0,,,0,60 to 70
132601,1,63,68.0,158.0,27.239224483,1326,21973.0,8182.0,0.0,0,60 to 70
132701,1,63,80.0,166.0,29.03178981,1327,16666.0,19171.0,0.0,0,60 to 70
132801,1,63,72.0,184.0,21.266540643,1328,27083.0,0.0,0.0,0,60 to 70
132901,2,63,58.0,161.0,22.375679951,1329,34450.0,,,0,60 to 70
133001,2,63,53.0,156.0,21.77843524,1330,4578.0,,,0,60 to 70
13301,1,60,82.0,171.0,28.042816593,133,16601.0,19811.0,0.0,0,60 to 70
133101,2,63,53.0,170.0,18.339100346,1331,9675.0,10252.0,0.0,0,60 to 70
133201,2,63,57.0,160.0,22.265625,1332,1361.0,19003.0,0.0,0,60 to 70
133301,1,63,77.0,173.0,25.727555214,1333,15329.0,20135.0,0.0,0,60 to 70
133401,2,63,112.0,168.0,39.682539683,1334,6964.0,20737.0,0.0,0,60 to 70
133501,1,63,78.0,172.0,26.365603029,1335,13325.0,10184.0,0.0,0,60 to 70
133601,1,63,75.0,165.0,27.548209366,1336,19838.0,12517.0,0.0,0,60 to 70
133701,1,63,92.0,181.0,28.082170874,1337,22610.0,,,0,60 to 70
133801,2,63,66.0,153.0,28.19428425,1338,2807.0,,,0,60 to 70
133901,1,63,110.0,174.0,36.332408508,1339,22923.0,25939.0,0.0,0,60 to 70
134001,2,63,89.0,159.0,35.204303627,1340,13464.0,36648.0,0.0,0,60 to 70
13401,2,60,56.0,163.0,21.077195228,134,4528.0,12919.0,0.0,0,60 to 70
134101,2,63,65.0,166.0,23.58832922,1341,6281.0,51997.0,0.0,0,60 to 70
134201,2,63,72.0,168.0,25.510204082,1342,38884.0,16818.188511470744,0.0,0,60 to 70
134301,2,63,75.0,182.0,22.642192972,1343,14727.0,,,0,60 to 70
134401,2,63,65.0,170.0,22.491349481,1344,0.0,22367.0,0.0,0,60 to 70
134501,2,63,50.0,157.0,20.284798572,1345,12070.0,,,0,60 to 70
134601,1,63,140.0,187.0,40.035459979,1346,15730.0,8302.0,0.0,0,60 to 70
134701,2,63,70.0,148.0,31.957633309,1347,4919.0,9194.0,0.0,0,60 to 70
134801,2,63,85.0,152.0,36.790166205,1348,9043.0,14730.0,0.0,0,60 to 70
134901,1,63,83.0,180.0,25.617283951,1349,0.0,,,0,60 to 70
135001,1,63,120.0,170.0,41.522491349,1350,22622.0,7953.0,0.0,0,60 to 70
13501,2,60,57.0,157.0,23.124670372,135,17363.0,0.0,0.0,0,60 to 70
135101,1,63,93.0,165.0,34.159779614,1351,6877.0,,,0,60 to 70
135201,2,63,58.0,157.0,23.530366343,1352,13963.0,18828.0,0.0,0,60 to 70
135301,2,63,59.0,168.0,20.904195011,1353,22080.0,,,0,60 to 70
135401,2,63,56.0,156.0,23.011176857,1354,20927.0,43136.0,0.0,0,60 to 70
135501,2,63,125.0,156.0,51.364234057,1355,8741.0,12888.0,0.0,0,60 to 70
135601,2,63,70.0,168.0,24.801587302,1356,23968.0,38905.0,0.0,0,60 to 70
135701,2,63,80.0,165.0,29.384756657,1357,37156.0,,,0,60 to 70
135801,2,63,75.0,158.0,30.043262298,1358,5777.0,28106.0,0.0,0,60 to 70
135901,2,63,67.0,160.0,26.171875,1359,27148.0,,,0,60 to 70
136001,1,63,78.0,183.0,23.291229956,1360,11575.0,20648.0,0.0,0,60 to 70
13601,1,60,81.0,169.0,28.360351528,136,29878.0,,,0,60 to 70
136101,1,63,105.0,175.0,34.285714286,1361,10093.0,8785.0,0.0,0,60 to 70
136201,2,63,88.0,164.0,32.718619869,1362,12151.0,,,0,60 to 70
136301,1,63,74.0,187.0,21.161600275,1363,33075.0,0.0,0.0,0,60 to 70
136401,2,63,49.0,163.0,18.442545824,1364,31079.0,40685.0,0.0,0,60 to 70
136501,2,64,56.0,160.0,21.875,1365,10995.0,21600.0,0.0,0,60 to 70
136601,1,64,88.0,188.0,24.898143957,1366,17975.0,21386.0,0.0,0,60 to 70
136701,1,64,68.0,170.0,23.529411765,1367,5874.0,11337.0,0.0,0,60 to 70
136801,1,64,85.0,187.0,24.307243559,1368,31902.0,28121.0,0.0,0,60 to 70
136901,2,64,61.0,166.0,22.13673973,1369,22175.0,,,0,60 to 70
137001,2,64,83.0,160.0,32.421875,1370,14972.0,15745.0,0.0,0,60 to 70
13701,1,60,77.0,175.0,25.142857143,137,11109.0,19325.0,0.0,0,60 to 70
137101,2,64,55.0,160.0,21.484375,1371,14602.0,,,0,60 to 70
137201,1,64,72.0,160.0,28.125,1372,23650.0,,,0,60 to 70
137301,2,64,85.0,165.0,31.221303949,1373,9676.0,13794.0,0.0,0,60 to 70
137401,1,64,80.0,181.0,24.419279021,1374,8773.0,27960.0,0.0,0,60 to 70
137501,1,64,92.0,172.0,31.097890752,1375,57318.0,17515.0,0.0,0,60 to 70
137601,2,64,37.0,142.0,18.349533823,1376,6202.0,,,0,60 to 70
137701,2,64,53.0,165.0,19.467401286,1377,6281.0,51997.0,0.0,0,60 to 70
137801,2,64,69.0,158.0,27.639801314,1378,13907.0,16436.0,0.0,0,60 to 70
137901,1,64,92.0,175.0,30.040816327,1379,10256.0,0.0,0.0,0,60 to 70
138001,2,64,70.0,170.0,24.221453287,1380,13358.0,11045.0,0.0,0,60 to 70
13801,2,60,49.0,150.0,21.777777778,138,6766.0,,,0,60 to 70
138101,2,64,72.0,168.0,25.510204082,1381,1306.0,25576.0,0.0,0,60 to 70
138201,2,64,64.0,173.0,21.383941996,1382,16202.0,45941.0,0.0,0,60 to 70
138301,1,64,68.0,177.0,21.705129433,1383,26079.0,1156.0,0.0,0,60 to 70
138401,1,64,125.0,171.0,42.748196026,1384,16052.0,13196.0,0.0,0,60 to 70
138501,2,64,114.0,165.0,41.873278237,1385,2141.0,,,0,60 to 70
138601,2,64,53.0,158.0,21.230572024,1386,24936.0,,,0,60 to 70
138701,2,64,59.0,159.0,23.337684427,1387,8505.0,17322.0,0.0,0,60 to 70
138801,1,64,58.0,170.0,20.069204152,1388,5653.0,0.0,0.0,0,60 to 70
138901,2,64,63.0,165.0,23.140495868,1389,10920.0,45574.0,0.0,0,60 to 70
139001,1,64,83.0,176.0,26.794938017,1390,21159.0,18789.0,0.0,0,60 to 70
13901,2,60,55.0,170.0,19.031141869,139,14362.0,,,0,60 to 70
139101,1,64,78.0,170.0,26.989619377,1391,20615.0,,,0,60 to 70
139201,2,64,75.0,155.0,31.21748179,1392,12383.0,,,0,60 to 70
139301,1,64,55.0,170.0,19.031141869,1393,0.0,,,0,60 to 70
139401,1,64,70.0,168.0,24.801587302,1394,14114.0,,,0,60 to 70
139501,2,64,58.0,165.0,21.303948577,1395,32099.0,16228.0,0.0,0,60 to 70
139601,1,64,74.0,170.0,25.605536332,1396,31863.0,27972.0,0.0,0,60 to 70
139701,2,64,49.0,150.0,21.777777778,1397,18655.0,,,0,60 to 70
139801,1,64,67.0,172.0,22.647376961,1398,14422.0,,,0,60 to 70
139901,2,64,63.0,147.0,29.15451895,1399,13147.0,,,0,60 to 70
140001,2,64,90.0,162.0,34.293552812,1400,15689.0,18713.0,0.0,0,60 to 70
14001,2,60,70.0,180.0,21.604938272,140,9430.0,21586.0,0.0,0,60 to 70
1401,2,100,55.0,155.0,22.892819979,14,19055.0,,,0,91 to 110
140101,1,64,87.0,169.0,30.461118308,1401,41354.0,17515.0,0.0,0,60 to 70
140201,2,64,90.0,160.0,35.15625,1402,14065.0,17719.0,0.0,0,60 to 70
140301,1,64,69.0,171.0,23.597004206,1403,15032.0,17296.0,0.0,0,60 to 70
140401,2,64,65.0,156.0,26.709401709,1404,0.0,,,0,60 to 70
140501,2,64,58.0,158.0,23.233456177,1405,18629.0,16626.0,0.0,0,60 to 70
140601,2,64,61.0,149.0,27.476239809,1406,11921.0,13591.0,0.0,0,60 to 70
140701,1,64,79.0,180.0,24.382716049,1407,30209.0,26155.0,0.0,0,60 to 70
140801,2,64,73.0,165.0,26.81359045,1408,14913.0,17641.0,0.0,0,60 to 70
140901,2,64,55.0,164.0,20.449137418,1409,46602.0,,,0,60 to 70
141001,1,64,93.0,169.0,32.561885088,1410,27633.0,0.0,0.0,0,60 to 70
14101,2,60,90.0,160.0,35.15625,141,4742.0,18166.0,0.0,0,60 to 70
141101,2,64,87.0,167.0,31.19509484,1411,13581.0,19289.0,0.0,0,60 to 70
141201,2,64,73.0,157.0,29.615805915,1412,13523.0,13115.0,0.0,0,60 to 70
141301,2,64,67.0,157.0,27.181630086,1413,30902.0,,,0,60 to 70
141401,1,64,84.0,173.0,28.06642387,1414,12780.0,0.0,0.0,0,60 to 70
141501,1,64,88.0,185.0,25.712198685,1415,20034.0,8219.0,0.0,0,60 to 70
141601,1,64,82.0,171.0,28.042816593,1416,18036.0,4537.0,0.0,0,60 to 70
141701,2,64,86.0,160.0,33.59375,1417,3188.0,8234.0,0.0,0,60 to 70
141801,1,64,51.0,170.0,17.647058824,1418,16109.0,0.0,0.0,0,60 to 70
141901,1,64,98.0,183.0,29.263340201,1419,59743.0,9652.0,0.0,0,60 to 70
142001,1,64,87.0,168.0,30.824829932,1420,10836.0,3887.0,0.0,0,60 to 70
14201,2,60,58.0,162.0,22.10028959,142,1944.0,,,0,60 to 70
142101,1,64,80.0,175.0,26.12244898,1421,10272.0,,,0,60 to 70
142201,1,64,76.0,175.0,24.816326531,1422,24045.0,20403.0,0.0,0,60 to 70
142301,2,64,75.0,157.0,30.427197858,1423,20821.0,34669.0,0.0,0,60 to 70
142401,1,64,61.0,180.0,18.827160494,1424,10163.0,2261.0,0.0,0,60 to 70
142501,2,64,63.0,160.0,24.609375,1425,10049.0,14248.0,0.0,0,60 to 70
142601,1,64,120.0,186.0,34.686090878,1426,13765.0,11451.0,0.0,0,60 to 70
142701,1,64,90.0,177.0,28.72737719,1427,30994.0,9874.0,0.0,0,60 to 70
142801,1,64,59.0,170.0,20.415224913,1428,7015.0,,,0,60 to 70
142901,2,64,51.0,152.0,22.074099723,1429,13913.0,27643.0,0.0,0,60 to 70
143001,1,64,140.0,183.0,41.804771716,1430,11144.0,12596.0,0.0,0,60 to 70
14301,1,60,100.0,181.0,30.524098776,143,15750.0,,,0,60 to 70
143101,2,64,49.0,148.0,22.370343316,1431,6713.0,,,0,60 to 70
143201,1,64,108.0,182.0,32.604757879,1432,9461.0,13126.0,0.0,0,60 to 70
143301,2,64,85.0,180.0,26.234567901,1433,21059.0,16818.188511470744,0.0,0,60 to 70
143401,1,64,80.0,162.0,30.483158055,1434,10688.0,14876.0,0.0,0,60 to 70
143501,1,64,98.0,165.0,35.996326905,1435,17004.0,18629.0,0.0,0,60 to 70
143601,1,64,102.0,182.0,30.793382442,1436,28914.0,8203.0,0.0,0,60 to 70
143701,1,64,86.0,165.0,31.588613407,1437,5319.0,3938.0,0.0,0,60 to 70
143801,2,64,90.0,151.0,39.471952985,1438,8136.0,15470.0,0.0,0,60 to 70
143901,1,64,74.0,168.0,26.218820862,1439,5923.0,,,0,60 to 70
144001,2,64,54.0,153.0,23.06805075,1440,29720.0,,,0,60 to 70
14401,2,60,58.0,169.0,20.307412205,144,23772.0,26748.0,0.0,0,60 to 70
144101,2,64,49.0,154.0,20.661157025,1441,5874.0,14201.0,0.0,0,60 to 70
144201,2,64,87.0,155.0,36.212278876,1442,12329.0,14889.0,0.0,0,60 to 70
144301,1,64,108.0,190.0,29.916897507,1443,4511.0,,,0,60 to 70
144401,1,64,68.0,178.0,21.461936624,1444,21910.0,17086.0,0.0,0,60 to 70
144501,1,64,95.0,179.0,29.649511563,1445,17232.0,23225.0,0.0,0,60 to 70
144601,1,64,75.0,172.0,25.351541374,1446,29082.0,33117.0,0.0,0,60 to 70
144701,2,64,51.0,148.0,23.283418554,1447,9599.0,12557.0,0.0,0,60 to 70
144801,1,64,91.0,162.0,34.674592288,1448,17734.0,3351.0,0.0,0,60 to 70
144901,1,64,125.0,183.0,37.325689032,1449,10580.0,,,0,60 to 70
145001,2,64,45.0,150.0,20.0,1450,3456.0,26894.0,0.0,0,60 to 70
14501,1,60,74.0,172.0,25.013520822,145,35958.0,33056.0,0.0,0,60 to 70
145101,1,64,75.0,175.0,24.489795918,1451,17706.0,43.0,0.0,0,60 to 70
145201,2,64,67.0,163.0,25.217358576,1452,9140.0,,,0,60 to 70
145301,1,64,68.0,183.0,20.305174834,1453,16852.0,,,0,60 to 70
145401,2,64,57.0,151.0,24.998903557,1454,35603.0,,,0,60 to 70
145501,1,64,130.0,172.0,43.942671714,1455,27677.0,22141.0,0.0,0,60 to 70
145601,1,64,85.0,188.0,24.049343594,1456,32097.0,,,0,60 to 70
145701,1,64,110.0,172.0,37.182260681,1457,23111.0,,,0,60 to 70
145801,2,64,56.0,164.0,20.820939917,1458,21856.0,8870.0,0.0,0,60 to 70
145901,1,64,150.0,165.0,55.096418733,1459,17008.0,10272.0,0.0,0,60 to 70
146001,2,64,60.0,157.0,24.341758286,1460,11934.0,,,0,60 to 70
14601,2,60,40.0,158.0,16.023073225,146,18342.0,8118.0,0.0,0,60 to 70
146101,2,64,55.0,150.0,24.444444444,1461,9779.0,,,0,60 to 70
146201,2,64,78.0,175.0,25.469387755,1462,5033.0,,,0,60 to 70
146301,1,64,60.0,167.0,21.513858511,1463,22373.0,15224.0,0.0,0,60 to 70
146401,1,64,70.0,170.0,24.221453287,1464,15171.0,16463.0,0.0,0,60 to 70
146501,2,64,117.0,170.0,40.484429066,1465,4247.0,15832.0,0.0,0,60 to 70
146601,2,64,61.0,157.0,24.747454258,1466,25166.0,,,0,60 to 70
146701,1,64,80.0,168.0,28.344671202,1467,26722.0,,,0,60 to 70
146801,2,64,89.0,164.0,33.090422368,1468,5874.0,,,0,60 to 70
146901,1,64,70.0,158.0,28.040378145,1469,2467.0,30250.0,0.0,0,60 to 70
147001,2,64,55.0,167.0,19.721036968,1470,10575.0,,,0,60 to 70
14701,1,60,80.0,171.0,27.358845457,147,24769.0,28053.0,4572.0,0,60 to 70
147101,2,64,71.0,153.0,30.330214875,1471,10410.0,10698.0,0.0,0,60 to 70
147201,2,64,78.0,157.0,31.644285772,1472,8409.0,27435.0,0.0,0,60 to 70
147301,2,64,77.0,168.0,27.281746032,1473,13236.0,,,0,60 to 70
147401,2,64,50.0,150.0,22.222222222,1474,22729.0,,,0,60 to 70
147501,1,64,92.0,171.0,31.462672275,1475,10064.0,19206.0,0.0,0,60 to 70
147601,1,64,96.0,186.0,27.748872702,1476,16614.0,20020.0,0.0,0,60 to 70
147701,2,64,63.0,157.0,25.558846201,1477,9399.0,15947.0,0.0,0,60 to 70
147801,1,64,93.0,172.0,31.435911303,1478,19822.0,0.0,0.0,0,60 to 70
147901,2,64,76.0,161.0,29.319856487,1479,2174.0,,,0,60 to 70
148001,2,64,50.0,155.0,20.811654527,1480,5754.0,18888.0,0.0,0,60 to 70
14801,1,60,80.0,172.0,27.041644132,148,18172.0,18396.0,0.0,0,60 to 70
148101,1,64,95.0,177.0,30.32334259,1481,28010.0,,,0,60 to 70
148201,1,64,97.0,192.0,26.312934028,1482,17294.0,19890.0,0.0,0,60 to 70
148301,1,64,90.0,182.0,27.170631566,1483,4453.0,,,0,60 to 70
148401,2,64,65.0,168.0,23.030045351,1484,11009.0,48156.0,0.0,0,60 to 70
148501,2,64,86.0,165.0,31.588613407,1485,2146.0,19085.0,0.0,0,60 to 70
148601,1,64,83.0,180.0,25.617283951,1486,65374.0,24030.0,0.0,0,60 to 70
148701,1,64,94.0,183.0,28.068918152,1487,46471.0,31223.0,0.0,0,60 to 70
148801,1,64,75.0,173.0,25.059307027,1488,10103.0,,,0,60 to 70
148901,1,64,90.0,170.0,31.141868512,1489,12014.0,20648.0,0.0,0,60 to 70
149001,1,64,85.0,175.0,27.755102041,1490,8927.0,,,0,60 to 70
14901,2,60,66.0,166.0,23.951226593,149,26082.0,15890.0,0.0,0,60 to 70
149101,1,64,80.0,169.0,28.010223732,1491,27607.0,0.0,0.0,0,60 to 70
149201,1,64,77.0,180.0,23.765432099,1492,21229.0,17303.0,0.0,0,60 to 70
149301,1,64,53.0,168.0,18.778344671,1493,9527.0,1285.0,0.0,0,60 to 70
149401,1,64,103.0,178.0,32.508521651,1494,22331.0,4487.0,0.0,0,60 to 70
149501,2,64,77.0,167.0,27.609451755,1495,19768.0,,,0,60 to 70
149601,1,64,110.0,175.0,35.918367347,1496,26933.0,,,0,60 to 70
149701,1,64,76.0,173.0,25.39343112,1497,26103.0,0.0,0.0,0,60 to 70
149801,1,64,78.0,164.0,29.000594884,1498,6665.0,,,0,60 to 70
149901,1,64,83.0,180.0,25.617283951,1499,32588.0,13088.0,0.0,0,60 to 70
150001,2,64,61.0,162.0,23.243408017,1500,17968.0,18627.0,0.0,0,60 to 70
15001,2,60,68.0,156.0,27.942143327,150,14888.0,,,0,60 to 70
1501,2,100,55.0,180.0,16.975308642,15,22112.0,,,0,91 to 110
150101,1,64,120.0,170.0,41.522491349,1501,4941.0,,,0,60 to 70
150201,2,64,64.0,171.0,21.887076365,1502,18340.0,,,0,60 to 70
150301,1,64,80.0,175.0,26.12244898,1503,19950.0,8542.0,0.0,0,60 to 70
150401,2,64,75.0,160.0,29.296875,1504,9943.0,13211.0,0.0,0,60 to 70
150501,1,64,73.0,182.0,22.038401159,1505,24968.0,22072.0,0.0,0,60 to 70
150601,1,64,98.0,175.0,32.0,1506,11879.0,10579.0,0.0,0,60 to 70
150701,1,64,75.0,173.0,25.059307027,1507,42291.0,19928.0,0.0,0,60 to 70
150801,2,64,30.0,150.0,13.333333333,1508,6532.0,,,0,60 to 70
150901,1,64,92.0,186.0,26.592669673,1509,13219.0,10271.0,0.0,0,60 to 70
151001,1,64,83.0,184.0,24.515595463,1510,16005.0,20628.0,0.0,0,60 to 70
15101,1,60,83.0,172.0,28.055705787,151,27257.0,,,0,60 to 70
151101,2,64,54.0,164.0,20.07733492,1511,32049.0,0.0,0.0,0,60 to 70
151201,2,64,74.0,158.0,29.642685467,1512,3482.0,15334.0,0.0,0,60 to 70
151301,2,64,67.0,163.0,25.217358576,1513,11243.0,13340.0,0.0,0,60 to 70
151401,1,64,110.0,172.0,37.182260681,1514,20835.0,3910.0,0.0,0,60 to 70
151501,1,64,92.0,178.0,29.036737786,1515,25573.0,24478.0,0.0,0,60 to 70
151601,1,64,90.0,176.0,29.054752066,1516,16038.0,27068.0,0.0,0,60 to 70
151701,1,64,80.0,180.0,24.691358025,1517,5423.0,,,0,60 to 70
151801,2,64,70.0,168.0,24.801587302,1518,10883.0,14066.0,0.0,0,60 to 70
151901,1,64,88.0,178.0,27.774270925,1519,11987.0,9945.0,0.0,0,60 to 70
152001,2,64,80.0,165.0,29.384756657,1520,7380.0,21943.0,0.0,0,60 to 70
15201,2,60,59.0,165.0,21.671258035,152,29931.0,29965.0,0.0,0,60 to 70
152101,2,64,75.0,157.0,30.427197858,1521,10139.0,,,0,60 to 70
152201,2,64,65.0,165.0,23.875114784,1522,4389.0,21749.0,0.0,0,60 to 70
152301,1,64,68.0,168.0,24.092970522,1523,18048.0,26105.0,0.0,0,60 to 70
152401,1,64,98.0,180.0,30.24691358,1524,31733.0,10617.0,0.0,0,60 to 70
152501,1,64,95.0,180.0,29.320987654,1525,15388.0,0.0,0.0,0,60 to 70
152601,1,64,73.0,170.0,25.259515571,1526,39411.0,12592.0,0.0,0,60 to 70
152701,1,64,75.0,162.0,28.577960677,1527,17799.0,13241.0,0.0,0,60 to 70
152801,1,64,74.0,178.0,23.355636915,1528,43581.0,16722.0,0.0,0,60 to 70
152901,2,64,55.0,167.0,19.721036968,1529,24248.0,13759.0,0.0,0,60 to 70
153001,2,64,80.0,169.0,28.010223732,1530,17787.0,,,0,60 to 70
15301,2,60,49.0,162.0,18.670934309,153,33572.0,19312.0,0.0,0,60 to 70
153101,2,64,92.0,167.0,32.987916383,1531,25520.0,47426.0,0.0,0,60 to 70
153201,2,64,65.0,168.0,23.030045351,1532,20198.0,,,0,60 to 70
153301,2,64,110.0,155.0,45.785639958,1533,2181.0,,,0,60 to 70
153401,2,64,66.0,161.0,25.461980633,1534,9058.0,,,0,60 to 70
153501,2,64,65.0,154.0,27.407657278,1535,1675.0,15783.0,0.0,0,60 to 70
153601,2,64,80.0,165.0,29.384756657,1536,13051.0,26463.0,0.0,0,60 to 70
153701,1,64,75.0,167.0,26.892323138,1537,22154.0,0.0,0.0,0,60 to 70
153801,2,64,45.0,170.0,15.570934256,1538,16266.0,,,0,60 to 70
153901,2,64,59.0,168.0,20.904195011,1539,12525.0,23060.0,0.0,0,60 to 70
154001,1,64,176.0,176.0,56.818181818,1540,34813.0,34342.0,0.0,0,60 to 70
15401,2,60,70.0,163.0,26.346494034,154,16994.0,24052.0,0.0,0,60 to 70
154101,1,64,85.0,172.0,28.73174689,1541,11555.0,21668.0,0.0,0,60 to 70
154201,2,64,58.0,164.0,21.564544914,1542,11873.0,,,0,60 to 70
154301,1,64,80.0,160.0,31.25,1543,22590.0,13090.0,0.0,0,60 to 70
154401,1,64,93.0,170.0,32.179930796,1544,15899.0,0.0,0.0,0,60 to 70
154501,1,64,62.0,173.0,20.715693809,1545,26375.0,,,0,60 to 70
154601,2,64,62.0,148.0,28.305332359,1546,7347.0,,,0,60 to 70
154701,2,64,43.0,150.0,19.111111111,1547,15690.0,,,0,60 to 70
154801,2,64,56.0,156.0,23.011176857,1548,11656.0,20469.0,0.0,0,60 to 70
154901,2,64,61.0,160.0,23.828125,1549,6062.0,15077.0,0.0,0,60 to 70
155001,2,64,64.0,160.0,25.0,1550,10683.0,49464.0,0.0,0,60 to 70
15501,1,60,123.0,168.0,43.579931973,155,11365.0,,,0,60 to 70
155101,1,64,76.0,173.0,25.39343112,1551,31458.0,4765.0,0.0,0,60 to 70
155201,1,64,99.0,187.0,28.310789556,1552,19327.0,33684.0,0.0,0,60 to 70
155301,2,64,85.0,162.0,32.388355434,1553,24263.0,17583.0,0.0,0,60 to 70
155401,2,64,,163.0,,1554,0.0,,,0,60 to 70
155501,2,64,83.0,154.0,34.997470062,1555,3997.0,,,0,60 to 70
155601,1,64,84.0,179.0,26.216410224,1556,64557.0,,,0,60 to 70
155701,2,64,65.0,155.0,27.055150884,1557,7064.0,17378.0,0.0,0,60 to 70
155801,2,64,66.0,173.0,22.052190183,1558,21165.0,27365.0,0.0,0,60 to 70
155901,1,64,75.0,172.0,25.351541374,1559,14678.0,,,0,60 to 70
156001,2,64,55.0,145.0,26.159334126,1560,7548.0,,,0,60 to 70
15601,1,60,95.0,178.0,29.983587931,156,10834.0,20196.0,0.0,0,60 to 70
156101,1,64,108.0,171.0,36.934441367,1561,27618.0,4054.0,0.0,0,60 to 70
156201,2,64,48.0,158.0,19.227687871,1562,23340.0,,,0,60 to 70
156301,1,64,95.0,170.0,32.871972318,1563,21951.0,17775.0,0.0,0,60 to 70
156401,2,64,,150.0,,1564,6473.0,16447.0,0.0,0,60 to 70
156501,2,64,53.0,152.0,22.939750693,1565,4985.0,23198.0,0.0,0,60 to 70
156601,2,64,72.0,154.0,30.359251138,1566,7844.0,,,0,60 to 70
156701,1,64,104.0,175.0,33.959183673,1567,12456.0,17881.0,0.0,0,60 to 70
156801,1,64,82.0,182.0,24.755464316,1568,36710.0,15520.0,0.0,0,60 to 70
156901,1,64,97.0,182.0,29.28390291,1569,27455.0,21934.0,0.0,0,60 to 70
157001,2,64,60.0,161.0,23.147255121,1570,11649.0,26830.0,0.0,0,60 to 70
15701,2,60,63.0,163.0,23.711844631,157,4989.0,16509.0,0.0,0,60 to 70
157101,2,64,90.0,162.0,34.293552812,1571,2923.0,22201.0,0.0,0,60 to 70
157201,2,64,90.0,160.0,35.15625,1572,11709.0,12068.0,0.0,0,60 to 70
157301,1,64,83.0,182.0,25.057360222,1573,9662.0,14623.0,0.0,0,60 to 70
157401,2,64,120.0,168.0,42.517006803,1574,16145.0,19659.0,0.0,0,60 to 70
157501,2,64,69.0,177.0,22.024322513,1575,25752.0,22990.0,0.0,0,60 to 70
157601,2,64,140.0,157.0,56.797436001,1576,11044.0,,,1829,60 to 70
157701,1,64,84.0,176.0,27.117768595,1577,26771.0,30717.0,0.0,0,60 to 70
157801,2,64,64.0,156.0,26.298487837,1578,6662.0,,,0,60 to 70
157901,1,64,77.0,172.0,26.027582477,1579,35519.0,,,0,60 to 70
158001,2,64,57.0,163.0,21.453573714,1580,15978.0,,,0,60 to 70
15801,1,60,76.0,178.0,23.986870345,158,7500.0,19085.0,0.0,0,60 to 70
