idind_care,SEXE,AGE,SDPOI,SDTAIL,imc,idmen_care,rev_ind_senior_i,rev_ind_conj_i,rev_alr_conj_i,rev_alr_senior_i,AGE_CAT
566401,2,78,80.0,158.0,32.046146451,5664,11973.0,,,0,71 to 80
566501,2,78,95.0,165.0,34.894398531,5665,17149.0,,,0,71 to 80
566601,2,78,78.0,155.0,32.466181061,5666,14917.0,,,0,71 to 80
566701,1,78,69.0,164.0,25.654372397,5667,22493.0,17751.0,0.0,0,71 to 80
566801,2,78,80.0,165.0,29.384756657,5668,18722.0,,,0,71 to 80
566901,1,78,82.0,168.0,29.053287982,5669,29231.0,4311.0,0.0,0,71 to 80
567001,2,78,65.0,162.0,24.76756592,5670,17507.0,,,0,71 to 80
56701,1,61,107.0,164.0,39.782867341,567,90065.0,13973.0,0.0,0,60 to 70
567101,1,78,66.0,163.0,24.84098009,5671,43173.0,0.0,0.0,0,71 to 80
567201,2,78,56.0,165.0,20.56932966,5672,30944.0,,,0,71 to 80
567301,1,78,95.0,172.0,32.111952407,5673,20987.0,,,0,71 to 80
567401,2,78,52.0,155.0,21.644120708,5674,3849.0,48378.0,0.0,0,71 to 80
567501,2,78,77.0,160.0,30.078125,5675,15414.0,,,0,71 to 80
567601,2,78,60.0,156.0,24.654832347,5676,31133.0,,,0,71 to 80
567701,1,78,75.0,168.0,26.573129252,5677,17719.0,,,0,71 to 80
567801,2,78,55.0,154.0,23.19109462,5678,32985.0,19312.0,0.0,0,71 to 80
567901,2,78,58.0,152.0,25.103878116,5679,40736.0,,,0,71 to 80
568001,1,78,80.0,169.0,28.010223732,5680,16791.0,,,0,71 to 80
56801,2,61,63.0,165.0,23.140495868,568,24716.0,,,0,60 to 70
568101,2,78,76.0,162.0,28.959000152,5681,12169.0,30299.0,0.0,0,71 to 80
568201,2,78,63.0,149.0,28.377100131,5682,17775.0,,,0,71 to 80
568301,2,78,90.0,160.0,35.15625,5683,17258.0,18475.0,0.0,0,71 to 80
568401,1,78,72.0,172.0,24.337479719,5684,18399.0,2259.0,0.0,0,71 to 80
568501,2,78,76.0,148.0,34.696859021,5685,10394.0,,,0,71 to 80
568601,2,78,71.0,165.0,26.078971534,5686,7248.0,14689.0,0.0,0,71 to 80
568701,1,78,84.0,174.0,27.744748315,5687,33198.0,13097.0,0.0,0,71 to 80
568801,2,78,66.0,166.0,23.951226593,5688,4454.0,24156.0,0.0,0,71 to 80
568901,1,78,94.0,177.0,30.00414951,5689,28072.0,21934.0,0.0,0,71 to 80
569001,2,78,90.0,146.0,42.221805217,5690,18028.0,30564.0,0.0,0,71 to 80
56901,1,61,65.0,166.0,23.58832922,569,12644.0,9341.0,0.0,0,60 to 70
569101,2,78,62.0,164.0,23.051754908,5691,3316.0,19112.0,0.0,0,71 to 80
569201,2,78,,165.0,,5692,17666.0,24268.0,0.0,0,71 to 80
569301,1,78,71.0,172.0,23.999459167,5693,22021.0,10051.0,0.0,0,71 to 80
569401,2,78,69.0,154.0,29.094282341,5694,10442.0,24594.0,0.0,0,71 to 80
569501,2,78,60.0,158.0,24.034609838,5695,24750.0,,,0,71 to 80
569601,1,78,84.0,169.0,29.410734918,5696,9818.0,13370.0,0.0,0,71 to 80
569701,1,78,75.0,172.0,25.351541374,5697,10368.0,,,0,71 to 80
569801,2,78,58.0,152.0,25.103878116,5698,15291.0,,,0,71 to 80
569901,2,78,72.0,171.0,24.622960911,5699,19572.0,17297.0,0.0,0,71 to 80
570001,1,78,98.0,169.0,34.312524071,5700,14234.0,4423.0,0.0,0,71 to 80
57001,2,61,69.0,159.0,27.29322416,570,12681.0,,,0,60 to 70
5701,2,60,84.0,160.0,32.8125,57,8920.0,12123.0,0.0,0,60 to 70
570101,2,78,45.0,150.0,20.0,5701,4843.0,19155.0,0.0,0,71 to 80
570201,1,78,110.0,176.0,35.511363636,5702,43695.0,,,0,71 to 80
570301,2,78,61.0,156.0,25.06574622,5703,23089.0,,,0,71 to 80
570401,2,78,65.0,170.0,22.491349481,5704,11292.0,14508.0,0.0,0,71 to 80
570501,1,78,92.0,172.0,31.097890752,5705,16249.0,9526.0,0.0,0,71 to 80
570601,1,78,83.0,168.0,29.407596372,5706,20736.0,14488.0,0.0,0,71 to 80
570701,1,78,83.0,167.0,29.760837606,5707,17795.0,12087.0,0.0,0,71 to 80
570801,2,78,80.0,152.0,34.626038781,5708,17556.0,,,0,71 to 80
570901,2,78,67.0,154.0,28.250969809,5709,20872.0,,,0,71 to 80
571001,2,78,90.0,170.0,31.141868512,5710,8528.0,0.0,0.0,0,71 to 80
57101,2,61,57.0,158.0,22.832879346,571,0.0,28149.0,0.0,0,60 to 70
571101,1,78,99.0,175.0,32.326530612,5711,18958.0,25604.0,0.0,0,71 to 80
571201,2,78,70.0,159.0,27.688778134,5712,6809.0,9607.0,0.0,0,71 to 80
571301,1,78,75.0,165.0,27.548209366,5713,13016.0,2783.0,0.0,0,71 to 80
571401,2,78,50.0,155.0,20.811654527,5714,18219.0,18677.0,0.0,0,71 to 80
571501,2,78,65.0,160.0,25.390625,5715,14034.0,70446.0,0.0,0,71 to 80
571601,2,78,95.0,151.0,41.664839261,5716,16178.0,,,0,71 to 80
571701,2,78,56.0,150.0,24.888888889,5717,28954.0,,,0,71 to 80
571801,2,78,75.0,158.0,30.043262298,5718,17662.0,,,0,71 to 80
571901,2,78,49.0,150.0,21.777777778,5719,7173.0,18466.0,0.0,0,71 to 80
572001,1,78,62.0,182.0,18.71754619,5720,18399.0,9198.0,0.0,0,71 to 80
57201,1,61,112.0,185.0,32.724616508,572,9419.0,37754.0,0.0,0,60 to 70
572101,2,78,78.0,138.0,40.957781979,5721,10156.0,,,0,71 to 80
572201,2,78,65.0,160.0,25.390625,5722,15406.0,12053.0,0.0,0,71 to 80
572301,1,78,89.0,179.0,27.776910833,5723,14125.0,,,0,71 to 80
572401,2,78,110.0,160.0,42.96875,5724,18679.0,,,0,71 to 80
572501,2,78,64.0,155.0,26.638917794,5725,14249.0,19108.0,0.0,0,71 to 80
572601,2,78,87.0,150.0,38.666666667,5726,10362.0,15358.0,0.0,0,71 to 80
572701,2,78,66.0,151.0,28.946098855,5727,2617.0,31259.0,0.0,0,71 to 80
572801,1,78,85.0,165.0,31.221303949,5728,22643.0,1230.0,0.0,0,71 to 80
572901,2,78,49.0,157.0,19.879102601,5729,16958.0,,,0,71 to 80
573001,1,78,78.0,172.0,26.365603029,5730,9159.0,7439.0,0.0,0,71 to 80
57301,2,61,51.0,153.0,21.786492375,573,2068.0,0.0,0.0,0,60 to 70
573101,1,78,80.0,178.0,25.249337205,5731,11517.0,1048.0,0.0,0,71 to 80
573201,2,78,50.0,,,5732,8301.0,6941.0,0.0,0,71 to 80
573301,2,78,60.0,160.0,23.4375,5733,14658.0,,,0,71 to 80
573401,1,78,95.0,176.0,30.668904959,5734,25325.0,,,0,71 to 80
573501,2,78,63.0,155.0,26.222684703,5735,15016.0,,,0,71 to 80
573601,1,78,60.0,170.0,20.761245675,5736,13216.0,8255.0,0.0,0,71 to 80
573701,2,78,80.0,153.0,34.17489,5737,6331.0,13688.0,0.0,0,71 to 80
573801,1,78,,155.0,,5738,14077.0,,,0,71 to 80
573901,1,78,84.0,185.0,24.543462381,5739,56241.0,10208.0,0.0,0,71 to 80
574001,1,78,100.0,172.0,33.802055165,5740,9609.0,8896.0,0.0,0,71 to 80
57401,2,61,65.0,165.0,23.875114784,574,54620.0,,,0,60 to 70
574101,2,78,78.0,164.0,29.000594884,5741,20432.0,,,0,71 to 80
574201,2,78,73.0,152.0,31.596260388,5742,16547.0,,,0,71 to 80
574301,2,78,36.0,148.0,16.435354273,5743,2061.0,21516.0,0.0,0,71 to 80
574401,1,78,85.0,162.0,32.388355434,5744,32132.0,7789.0,0.0,0,71 to 80
574501,2,78,90.0,162.0,34.293552812,5745,6071.0,11871.0,0.0,0,71 to 80
574601,1,78,80.0,174.0,26.423569824,5746,15768.0,,,0,71 to 80
574701,2,78,75.0,157.0,30.427197858,5747,15691.0,,,0,71 to 80
574801,2,78,81.0,160.0,31.640625,5748,14707.0,,,0,71 to 80
574901,1,78,76.0,170.0,26.297577855,5749,24180.0,17906.0,0.0,0,71 to 80
575001,1,78,55.0,160.0,21.484375,5750,26917.0,9139.0,0.0,0,71 to 80
57501,1,61,78.0,177.0,24.897060232,575,24138.0,16818.188511470744,0.0,0,60 to 70
575101,2,78,77.0,163.0,28.981143438,5751,16508.0,,,0,71 to 80
575201,2,78,,,,5752,14279.0,,,0,71 to 80
575301,2,78,36.0,165.0,13.223140496,5753,3180.0,35304.0,0.0,0,71 to 80
575401,1,78,80.0,172.0,27.041644132,5754,42233.0,,,0,71 to 80
575501,1,78,65.0,150.0,28.888888889,5755,15500.0,12687.0,0.0,0,71 to 80
575601,2,78,77.0,152.0,33.327562327,5756,10982.0,,,0,71 to 80
575701,2,78,46.0,146.0,21.580033777,5757,8866.0,9531.0,0.0,0,71 to 80
575801,2,78,60.0,169.0,21.007667799,5758,192.0,10380.0,0.0,0,71 to 80
575901,2,78,82.0,158.0,32.847300112,5759,0.0,,,0,71 to 80
576001,2,78,55.0,160.0,21.484375,5760,30309.0,26741.0,0.0,0,71 to 80
57601,2,61,51.0,157.0,20.690494543,576,8400.0,24237.0,0.0,0,60 to 70
576101,1,78,112.0,172.0,37.858301785,5761,18757.0,,,0,71 to 80
576201,1,78,70.0,170.0,24.221453287,5762,35146.0,53929.0,0.0,0,71 to 80
576301,1,78,70.0,170.0,24.221453287,5763,14067.0,,,0,71 to 80
576401,2,78,53.0,170.0,18.339100346,5764,10571.0,,,0,71 to 80
576501,2,78,64.0,,,5765,16501.0,,,0,71 to 80
576601,2,78,65.0,167.0,23.306680053,5766,5388.0,25656.0,0.0,0,71 to 80
576701,2,78,80.0,168.0,28.344671202,5767,7314.0,10639.0,0.0,0,71 to 80
576801,2,78,63.0,170.0,21.799307958,5768,8046.0,9829.0,0.0,0,71 to 80
576901,2,78,53.0,153.0,22.640864625,5769,24108.0,,,0,71 to 80
577001,1,78,98.0,171.0,33.514585684,5770,14642.0,,,0,71 to 80
57701,2,61,46.0,158.0,18.426534209,577,28643.0,,,0,60 to 70
577101,2,78,65.0,165.0,23.875114784,5771,16296.0,18671.0,0.0,0,71 to 80
577201,2,78,72.0,158.0,28.841531806,5772,22528.0,,,0,71 to 80
577301,1,78,90.0,174.0,29.726516052,5773,24529.0,,,0,71 to 80
577401,2,78,65.0,162.0,24.76756592,5774,19759.0,,,0,71 to 80
577501,2,78,49.0,150.0,21.777777778,5775,18888.0,29431.0,0.0,0,71 to 80
577601,2,78,54.0,155.0,22.476586889,5776,10648.0,29655.0,0.0,0,71 to 80
577701,1,78,89.0,174.0,29.39622143,5777,22172.0,2541.0,0.0,0,71 to 80
577801,2,78,51.0,138.0,26.780088217,5778,6767.0,,,0,71 to 80
577901,2,78,67.0,154.0,28.250969809,5779,33740.0,,,0,71 to 80
578001,2,78,75.0,159.0,29.666548,5780,12427.0,,,0,71 to 80
57801,2,61,80.0,155.0,33.298647242,578,1872.0,,,1872,60 to 70
578101,1,78,85.0,168.0,30.116213152,5781,10363.0,12778.0,0.0,0,71 to 80
578201,2,78,78.0,165.0,28.650137741,5782,1693.0,21425.0,0.0,0,71 to 80
578301,2,78,54.0,153.0,23.06805075,5783,1361.0,19003.0,0.0,0,71 to 80
578401,1,78,78.0,180.0,24.074074074,5784,10672.0,17138.0,0.0,0,71 to 80
578501,1,78,61.0,165.0,22.405876951,5785,14567.0,7568.0,0.0,0,71 to 80
578601,1,78,80.0,161.0,30.863006828,5786,21738.0,,,0,71 to 80
578701,1,78,80.0,178.0,25.249337205,5787,10482.0,18900.0,0.0,0,71 to 80
578801,2,78,72.0,162.0,27.43484225,5788,7351.0,12103.0,0.0,0,71 to 80
578901,1,78,82.0,183.0,24.485652005,5789,17046.0,8008.0,0.0,0,71 to 80
579001,2,78,68.0,163.0,25.593737062,5790,11966.0,,,0,71 to 80
57901,1,61,93.0,181.0,28.387411862,579,0.0,,,0,60 to 70
579101,2,78,90.0,150.0,40.0,5791,16268.0,,,0,71 to 80
579201,2,78,54.0,157.0,21.907582458,5792,6810.0,,,0,71 to 80
579301,2,78,83.0,167.0,29.760837606,5793,17031.0,,,0,71 to 80
579401,2,78,55.0,153.0,23.495236875,5794,5836.0,,,0,71 to 80
579501,1,78,117.0,168.0,41.454081633,5795,15211.0,10106.0,0.0,0,71 to 80
579601,1,78,65.0,170.0,22.491349481,5796,16316.0,,,0,71 to 80
579701,1,78,83.0,175.0,27.102040816,5797,57608.0,,,0,71 to 80
579801,2,78,85.0,165.0,31.221303949,5798,2283.0,14388.0,2000.0,0,71 to 80
579901,1,78,64.0,174.0,21.138855859,5799,22805.0,8512.0,0.0,0,71 to 80
580001,2,78,46.0,160.0,17.96875,5800,23843.0,36079.0,0.0,0,71 to 80
58001,1,61,83.0,165.0,30.486685032,580,19116.0,28111.0,0.0,0,60 to 70
5801,1,60,100.0,175.0,32.653061224,58,6294.0,10539.0,0.0,0,60 to 70
580101,2,78,89.0,165.0,32.690541781,5801,13643.0,,,0,71 to 80
580201,1,78,76.0,154.0,32.045876202,5802,17860.0,,,0,71 to 80
580301,2,78,63.0,156.0,25.887573964,5803,11427.0,,,0,71 to 80
580401,2,78,73.0,169.0,25.559329155,5804,12704.0,,,0,71 to 80
580501,2,78,65.0,162.0,24.76756592,5805,6366.0,26910.0,0.0,0,71 to 80
580601,1,78,86.0,176.0,27.763429752,5806,17361.0,11335.0,0.0,0,71 to 80
580701,2,78,50.0,150.0,22.222222222,5807,18139.0,,,0,71 to 80
580801,1,78,75.0,180.0,23.148148148,5808,27785.0,3343.0,0.0,0,71 to 80
580901,1,78,95.0,170.0,32.871972318,5809,20503.0,11133.0,0.0,0,71 to 80
581001,1,78,65.0,172.0,21.971335857,5810,45474.0,12777.0,0.0,0,71 to 80
58101,2,61,67.0,163.0,25.217358576,581,23084.0,26648.0,0.0,0,60 to 70
581101,2,78,80.0,150.0,35.555555556,5811,2843.0,22698.0,0.0,0,71 to 80
581201,1,78,68.0,164.0,25.282569899,5812,33145.0,13415.0,0.0,0,71 to 80
581301,2,78,104.0,170.0,35.98615917,5813,15591.0,31677.0,0.0,0,71 to 80
581401,1,78,90.0,170.0,31.141868512,5814,21646.0,9559.0,0.0,0,71 to 80
581501,1,78,90.0,173.0,30.071168432,5815,10852.0,8302.0,0.0,0,71 to 80
581601,1,78,125.0,175.0,40.816326531,5816,19766.0,43220.0,0.0,0,71 to 80
581701,2,78,54.0,163.0,20.324438255,5817,13090.0,19740.0,0.0,0,71 to 80
581801,2,78,56.0,,,5818,12318.0,,,0,71 to 80
581901,2,78,76.0,168.0,26.927437642,5819,7827.0,16849.0,0.0,0,71 to 80
582001,2,78,47.0,151.0,20.613131003,5820,20354.0,,,0,71 to 80
58201,2,61,95.0,171.0,32.48862898,582,20993.0,,,2056,60 to 70
582101,2,78,106.0,155.0,44.120707596,5821,12004.0,,,0,71 to 80
582201,1,78,,170.0,,5822,15476.0,,,0,71 to 80
582301,1,78,79.0,174.0,26.093275201,5823,40010.0,,,0,71 to 80
582401,1,78,73.0,171.0,24.964946479,5824,35298.0,13045.0,0.0,0,71 to 80
582501,1,78,64.0,160.0,25.0,5825,21760.0,2694.0,0.0,0,71 to 80
582601,1,78,87.0,172.0,29.407787994,5826,16062.0,17086.0,0.0,0,71 to 80
582701,2,78,67.0,153.0,28.621470375,5827,38594.0,,,0,71 to 80
582801,1,78,68.0,172.0,22.985397512,5828,30491.0,11693.0,0.0,0,71 to 80
582901,2,78,43.0,157.0,17.444926772,5829,5168.0,12921.0,0.0,0,71 to 80
583001,1,78,92.0,180.0,28.395061728,5830,18416.0,,,0,71 to 80
58301,2,61,48.0,158.0,19.227687871,583,1062.0,,,0,60 to 70
583101,1,78,104.0,168.0,36.848072562,5831,19590.0,14522.0,0.0,0,71 to 80
583201,2,78,67.0,153.0,28.621470375,5832,14695.0,,,0,71 to 80
583301,1,78,64.0,180.0,19.75308642,5833,21935.0,0.0,0.0,0,71 to 80
583401,1,78,74.0,172.0,25.013520822,5834,60213.0,2524.0,0.0,0,71 to 80
583501,2,78,80.0,160.0,31.25,5835,14355.0,25181.0,0.0,0,71 to 80
583601,2,78,110.0,166.0,39.918710989,5836,4768.0,30416.0,0.0,0,71 to 80
583701,1,78,70.0,170.0,24.221453287,5837,18516.0,3372.0,0.0,0,71 to 80
583801,1,78,85.0,176.0,27.440599174,5838,26842.0,9979.0,0.0,0,71 to 80
583901,2,78,77.0,160.0,30.078125,5839,33238.0,38620.0,0.0,0,71 to 80
584001,1,78,85.0,167.0,30.477966223,5840,17258.0,,,0,71 to 80
58401,1,61,82.0,180.0,25.308641975,584,52706.0,417.0,0.0,0,60 to 70
584101,1,78,102.0,183.0,30.45776225,5841,55208.0,,,0,71 to 80
584201,2,78,66.0,157.0,26.775934115,5842,3482.0,15334.0,0.0,0,71 to 80
584301,2,78,58.0,160.0,22.65625,5843,25848.0,,,0,71 to 80
584401,2,78,71.0,155.0,29.552549428,5844,4745.0,18981.0,0.0,0,71 to 80
584501,2,78,60.0,158.0,24.034609838,5845,17122.0,,,0,71 to 80
584601,2,78,60.0,160.0,23.4375,5846,34676.0,,,0,71 to 80
584701,1,78,64.0,173.0,21.383941996,5847,16963.0,12841.0,0.0,0,71 to 80
584801,2,78,60.0,150.0,26.666666667,5848,16656.0,10243.0,0.0,0,71 to 80
584901,1,78,85.0,170.0,29.411764706,5849,10051.0,7379.0,0.0,0,71 to 80
585001,2,78,89.0,167.0,31.912223457,5850,35863.0,53417.0,0.0,0,71 to 80
58501,2,61,69.0,170.0,23.875432526,585,26859.0,47311.0,0.0,0,60 to 70
585101,2,78,54.0,154.0,22.769438354,5851,13145.0,,,0,71 to 80
585201,2,78,,160.0,,5852,21722.0,37092.0,0.0,0,71 to 80
585301,2,78,78.0,155.0,32.466181061,5853,23035.0,,,0,71 to 80
585401,2,78,56.0,153.0,23.922423,5854,9945.0,,,0,71 to 80
585501,1,78,68.0,166.0,24.677021338,5855,24967.0,,,0,71 to 80
585601,2,78,100.0,155.0,41.623309053,5856,8206.0,,,0,71 to 80
585701,1,78,72.0,169.0,25.209201358,5857,16645.0,,,0,71 to 80
585801,2,78,65.0,145.0,30.915576694,5858,14315.0,,,0,71 to 80
585901,2,78,60.0,157.0,24.341758286,5859,18057.0,,,0,71 to 80
586001,2,78,68.0,150.0,30.222222222,5860,8517.0,14297.0,0.0,0,71 to 80
58601,2,61,53.0,162.0,20.195092212,586,7173.0,16405.0,0.0,0,60 to 70
586101,2,78,45.0,,,5861,220.0,1959.0,0.0,0,71 to 80
586201,2,78,65.0,150.0,28.888888889,5862,10419.0,20518.0,0.0,0,71 to 80
586301,2,78,52.0,159.0,20.568806614,5863,10578.0,13855.0,0.0,0,71 to 80
586401,2,78,48.0,150.0,21.333333333,5864,17380.0,,,0,71 to 80
586501,1,78,98.0,166.0,35.563942517,5865,19513.0,,,0,71 to 80
586601,2,78,50.0,164.0,18.590124926,5866,8592.0,,,0,71 to 80
586701,2,78,73.0,156.0,29.996712689,5867,10403.0,11786.0,0.0,0,71 to 80
586801,1,78,65.0,166.0,23.58832922,5868,24448.0,9493.0,0.0,0,71 to 80
586901,2,78,55.0,155.0,22.892819979,5869,27391.0,,,0,71 to 80
587001,1,78,78.0,167.0,27.968016064,5870,19240.0,10726.0,0.0,0,71 to 80
58701,1,61,60.0,171.0,20.519134093,587,14303.0,,,0,60 to 70
587101,2,78,96.0,174.0,31.708283789,5871,18546.0,,,0,71 to 80
587201,1,78,68.0,177.0,21.705129433,5872,14639.0,14456.0,0.0,0,71 to 80
587301,2,78,75.0,,,5873,17124.0,,,0,71 to 80
587401,2,78,96.0,153.0,41.009867999,5874,5937.0,,,0,71 to 80
587501,2,78,92.0,168.0,32.596371882,5875,16403.0,,,0,71 to 80
587601,2,78,52.0,155.0,21.644120708,5876,17450.0,,,0,71 to 80
587701,1,78,66.0,159.0,26.10656224,5877,9902.0,5090.0,0.0,0,71 to 80
587801,2,78,71.0,157.0,28.804413972,5878,26839.0,15378.0,0.0,0,71 to 80
587901,2,78,55.0,153.0,23.495236875,5879,2509.0,10162.0,0.0,0,71 to 80
588001,2,78,57.0,153.0,24.349609125,5880,13520.0,,,0,71 to 80
58801,1,61,100.0,187.0,28.596757128,588,29860.0,0.0,0.0,0,60 to 70
588101,2,78,63.0,157.0,25.558846201,5881,15921.0,,,0,71 to 80
588201,2,78,70.0,150.0,31.111111111,5882,14495.0,,,0,71 to 80
588301,2,78,60.0,166.0,21.773842357,5883,10607.0,16701.0,0.0,0,71 to 80
588401,2,78,78.0,159.0,30.85320992,5884,21329.0,,,0,71 to 80
588501,2,78,60.0,164.0,22.308149911,5885,8211.0,10046.0,0.0,0,71 to 80
588601,2,78,72.0,163.0,27.099251007,5886,2179.0,17972.0,0.0,0,71 to 80
588701,2,78,78.0,165.0,28.650137741,5887,5802.0,67584.0,0.0,0,71 to 80
588801,2,78,57.0,147.0,26.377898098,5888,14615.0,,,0,71 to 80
588901,1,78,93.0,170.0,32.179930796,5889,16763.0,10350.0,0.0,0,71 to 80
589001,2,78,71.0,166.0,25.765713456,5890,13429.0,,,0,71 to 80
58901,2,61,58.0,170.0,20.069204152,589,26614.0,60362.0,0.0,0,60 to 70
589101,2,78,,152.0,,5891,7787.0,,,0,71 to 80
589201,2,78,55.0,158.0,22.031725685,5892,10401.0,27199.0,0.0,0,71 to 80
589301,2,78,64.0,164.0,23.795359905,5893,16164.0,,,0,71 to 80
589401,2,78,80.0,160.0,31.25,5894,11194.0,,,0,71 to 80
589501,2,78,45.0,138.0,23.629489603,5895,15530.0,,,0,71 to 80
589601,1,78,86.0,168.0,30.470521542,5896,16675.0,,,0,71 to 80
589701,1,78,60.0,170.0,20.761245675,5897,48938.0,2875.0,0.0,0,71 to 80
589801,1,78,73.0,172.0,24.67550027,5898,15138.0,,,0,71 to 80
589901,1,78,70.0,166.0,25.402816084,5899,24799.0,12085.0,0.0,0,71 to 80
590001,1,78,132.0,169.0,46.216869157,5900,20600.0,,,0,71 to 80
59001,1,61,50.0,185.0,14.609203798,590,15960.0,,,0,60 to 70
5901,1,60,74.0,182.0,22.340297066,59,63678.0,,,0,60 to 70
590101,1,78,64.0,169.0,22.408178985,5901,28261.0,10960.0,0.0,0,71 to 80
590201,2,78,60.0,148.0,27.392257122,5902,11157.0,16057.0,0.0,0,71 to 80
590301,2,78,45.0,155.0,18.730489074,5903,3610.0,7148.0,0.0,0,71 to 80
590401,1,78,80.0,176.0,25.826446281,5904,10606.0,8550.0,0.0,0,71 to 80
590501,2,78,59.0,159.0,23.337684427,5905,6975.0,18129.0,0.0,0,71 to 80
590601,2,78,82.0,158.0,32.847300112,5906,1348.0,66585.0,0.0,0,71 to 80
590701,1,78,74.0,179.0,23.095409007,5907,14748.0,8670.0,0.0,0,71 to 80
590801,2,78,62.0,167.0,22.230987128,5908,5397.0,23344.0,0.0,0,71 to 80
590901,2,78,55.0,155.0,22.892819979,5909,2879.0,11072.0,0.0,0,71 to 80
591001,1,78,75.0,178.0,23.67125363,5910,21463.0,6483.0,0.0,0,71 to 80
59101,2,61,65.0,165.0,23.875114784,591,18824.0,,,0,60 to 70
591101,1,78,67.0,168.0,23.738662132,5911,17999.0,8684.0,0.0,0,71 to 80
591201,2,78,62.0,135.0,34.01920439,5912,10382.0,,,0,71 to 80
591301,2,78,64.0,160.0,25.0,5913,5200.0,27227.0,0.0,0,71 to 80
591401,2,78,74.0,153.0,31.61177325,5914,21100.0,,,0,71 to 80
591501,2,78,70.0,159.0,27.688778134,5915,9767.0,,,0,71 to 80
591601,2,78,83.0,162.0,31.626276482,5916,11023.0,22044.0,0.0,0,71 to 80
591701,2,78,130.0,174.0,42.938300964,5917,4978.0,16952.0,0.0,0,71 to 80
591801,2,78,80.0,160.0,31.25,5918,10554.0,14108.0,0.0,0,71 to 80
591901,1,78,90.0,168.0,31.887755102,5919,38690.0,3637.0,0.0,0,71 to 80
592001,2,78,63.0,155.0,26.222684703,5920,26528.0,,,0,71 to 80
59201,1,61,105.0,176.0,33.897210744,592,12627.0,21133.0,0.0,0,60 to 70
592101,2,78,,163.0,,5921,9876.0,,,0,71 to 80
592201,1,78,90.0,190.0,24.930747922,5922,14320.0,5818.0,0.0,0,71 to 80
592301,2,78,55.0,166.0,19.959355494,5923,22118.0,,,0,71 to 80
592401,2,78,80.0,155.0,33.298647242,5924,13516.0,,,0,71 to 80
592501,1,78,72.0,170.0,24.91349481,5925,37019.0,4598.0,0.0,0,71 to 80
592601,2,78,50.0,160.0,19.53125,5926,43254.0,27895.0,0.0,0,71 to 80
592701,2,78,65.0,155.0,27.055150884,5927,17846.0,,,0,71 to 80
592801,2,78,75.0,165.0,27.548209366,5928,13253.0,,,0,71 to 80
592901,2,78,105.0,158.0,42.060567217,5929,17353.0,,,0,71 to 80
593001,2,78,70.0,166.0,25.402816084,5930,2896.0,33243.0,0.0,0,71 to 80
59301,2,61,64.0,159.0,25.315454294,593,12068.0,19715.0,0.0,0,60 to 70
593101,2,78,70.0,149.0,31.530111256,5931,9615.0,9437.0,0.0,0,71 to 80
593201,2,78,,,,5932,8278.0,9938.0,0.0,0,71 to 80
593301,2,78,58.0,154.0,24.456063417,5933,9692.0,,,0,71 to 80
593401,2,78,80.0,168.0,28.344671202,5934,13700.0,32556.0,0.0,0,71 to 80
593501,2,78,60.0,158.0,24.034609838,5935,27103.0,,,0,71 to 80
593601,2,78,50.0,150.0,22.222222222,5936,10762.0,,,0,71 to 80
593701,2,78,52.0,160.0,20.3125,5937,19701.0,,,0,71 to 80
593801,2,78,62.0,155.0,25.806451613,5938,14273.0,,,0,71 to 80
593901,2,78,74.0,157.0,30.021501886,5939,26249.0,42468.0,0.0,0,71 to 80
594001,1,78,73.0,160.0,28.515625,5940,14665.0,,,0,71 to 80
59401,2,61,58.0,165.0,21.303948577,594,20079.0,,,0,60 to 70
594101,2,78,55.0,170.0,19.031141869,5941,15239.0,,,0,71 to 80
594201,2,78,98.0,175.0,32.0,5942,12462.0,,,0,71 to 80
594301,2,78,66.0,168.0,23.384353741,5943,15942.0,,,0,71 to 80
594401,2,78,,169.0,,5944,7637.0,,,0,71 to 80
594501,2,78,74.0,157.0,30.021501886,5945,12298.0,39390.0,0.0,0,71 to 80
594601,2,78,54.0,158.0,21.631148854,5946,10420.0,,,0,71 to 80
594701,1,78,80.0,169.0,28.010223732,5947,10454.0,9397.0,0.0,0,71 to 80
594801,2,78,73.0,171.0,24.964946479,5948,22847.0,,,0,71 to 80
594901,1,78,82.0,180.0,25.308641975,5949,24515.0,25768.0,0.0,0,71 to 80
595001,2,78,70.0,168.0,24.801587302,5950,26375.0,25009.0,0.0,0,71 to 80
59501,1,61,83.0,179.0,25.904310103,595,6559.0,0.0,0.0,0,60 to 70
595101,1,78,80.0,175.0,26.12244898,5951,12456.0,17881.0,0.0,0,71 to 80
595201,2,78,74.0,154.0,31.20256367,5952,18530.0,,,0,71 to 80
595301,1,78,86.0,182.0,25.963047941,5953,24928.0,5375.0,0.0,0,71 to 80
595401,2,78,57.0,154.0,24.034407151,5954,15366.0,,,0,71 to 80
595501,2,78,70.0,,,5955,14427.0,,,0,71 to 80
595601,2,78,69.0,157.0,27.993022029,5956,9084.0,11006.0,0.0,0,71 to 80
595701,1,78,93.0,175.0,30.367346939,5957,27406.0,6908.0,0.0,0,71 to 80
595801,1,78,73.0,175.0,23.836734694,5958,14934.0,,,0,71 to 80
595901,2,78,70.0,157.0,28.398718001,5959,1798.0,18466.0,0.0,0,71 to 80
596001,2,78,,,,5960,17294.0,,,0,71 to 80
59601,1,61,95.0,169.0,33.262140681,596,17873.0,,,0,60 to 70
