idmen_care,AHENTSEX,AHENTAGE,AHENTCOH,SCORE_AIDE
3833,1.0,52.0,0,1.0
3833,1.0,47.0,0,0.0
3833,2.0,92.0,0,2.0
3834,2.0,66.0,1,0.0
3835,2.0,68.0,1,2.0
3841,2.0,51.0,0,2.0
3841,2.0,48.0,0,1.0
3844,2.0,50.0,0,0.0
3845,1.0,72.0,1,0.0
3854,1.0,77.0,1,4.0
3857,1.0,30.0,0,2.0
3857,2.0,57.0,1,3.0
3862,2.0,63.0,1,0.0
3864,1.0,63.0,1,1.0
3866,2.0,65.0,1,5.0
3872,2.0,69.0,1,1.0
3874,2.0,42.0,0,0.0
3878,2.0,67.0,1,0.0
3884,2.0,75.0,0,3.0
3884,1.0,67.0,0,2.0
3888,1.0,70.0,1,1.0
3891,1.0,73.0,0,1.0
3891,2.0,65.0,0,1.0
3891,1.0,62.0,0,1.0
3894,2.0,43.0,0,0.0
3896,2.0,45.0,0,1.0
3896,2.0,44.0,0,0.0
3896,1.0,43.0,0,0.0
3898,1.0,82.0,1,3.0
3899,1.0,73.0,1,1.0
3899,2.0,44.0,0,0.0
3899,2.0,45.0,0,0.0
3900,1.0,72.0,0,0.0
3900,1.0,55.0,0,0.0
3900,1.0,70.0,0,0.0
3901,2.0,68.0,0,0.0
3901,2.0,62.0,0,0.0
3901,2.0,69.0,0,0.0
3901,2.0,66.0,0,0.0
3902,2.0,61.0,1,0.0
3902,2.0,41.0,0,0.0
3908,1.0,78.0,1,0.0
3908,2.0,91.0,1,4.0
3910,2.0,68.0,1,3.0
3917,2.0,68.0,1,0.0
3919,1.0,62.0,0,1.0
3937,2.0,72.0,1,5.0
3942,2.0,69.0,1,0.0
3944,1.0,42.0,1,2.0
3947,2.0,48.0,0,1.0
3947,2.0,26.0,0,0.0
3947,2.0,69.0,0,0.0
3947,2.0,61.0,0,0.0
3947,1.0,69.0,0,0.0
3951,2.0,21.0,0,0.0
3951,1.0,47.0,0,0.0
3952,1.0,73.0,1,1.0
3952,2.0,47.0,0,1.0
3952,1.0,46.0,0,0.0
3952,1.0,42.0,0,2.0
3953,2.0,69.0,1,0.0
3954,2.0,64.0,0,0.0
3958,1.0,42.0,0,0.0
3960,2.0,51.0,1,0.0
3961,2.0,68.0,1,3.0
3961,1.0,54.0,0,1.0
3961,1.0,46.0,0,0.0
3962,2.0,45.0,0,1.0
3962,2.0,42.0,0,2.0
3962,1.0,43.0,0,0.0
3963,2.0,48.0,0,4.0
3963,2.0,46.0,0,3.0
3963,2.0,42.0,0,3.0
3963,2.0,54.0,0,2.0
3964,1.0,48.0,0,0.0
3965,2.0,68.0,1,0.0
3969,2.0,74.0,1,3.0
3970,1.0,68.0,0,2.0
3970,2.0,75.0,0,0.0
3970,1.0,68.0,0,0.0
3970,2.0,70.0,0,0.0
3970,1.0,82.0,0,0.0
3976,2.0,70.0,1,0.0
3979,2.0,47.0,0,0.0
3979,2.0,43.0,0,0.0
3984,1.0,78.0,1,1.0
3984,1.0,39.0,0,1.0
3984,2.0,14.0,0,0.0
3984,2.0,10.0,0,0.0
3985,1.0,54.0,1,1.0
3987,1.0,78.0,1,1.0
3988,1.0,70.0,1,2.0
3989,2.0,66.0,0,0.0
3989,2.0,21.0,0,0.0
3990,1.0,46.0,0,1.0
3993,2.0,40.0,0,1.0
3995,2.0,77.0,1,0.0
4005,2.0,76.0,1,0.0
4007,1.0,69.0,1,0.0
4017,1.0,79.0,1,9.0
4025,1.0,37.0,0,0.0
4025,1.0,33.0,0,0.0
4030,1.0,48.0,0,1.0
4030,2.0,34.0,0,0.0
4031,1.0,51.0,0,1.0
4036,2.0,35.0,1,1.0
4036,2.0,65.0,1,2.0
4036,2.0,37.0,0,2.0
4043,2.0,45.0,0,2.0
4046,1.0,73.0,1,1.0
4054,2.0,52.0,0,2.0
4054,2.0,67.0,0,2.0
4054,2.0,30.0,0,2.0
4054,1.0,40.0,0,0.0
4054,2.0,55.0,0,0.0
4054,1.0,35.0,0,0.0
4056,2.0,52.0,1,1.0
4070,1.0,73.0,1,3.0
4072,1.0,40.0,0,2.0
4072,1.0,36.0,0,2.0
4072,2.0,82.0,0,0.0
4072,1.0,68.0,0,0.0
4072,2.0,72.0,0,0.0
4072,2.0,62.0,0,0.0
4072,2.0,71.0,0,0.0
4072,2.0,69.0,0,0.0
4079,2.0,57.0,1,2.0
4082,2.0,45.0,0,0.0
4083,1.0,52.0,0,1.0
4083,1.0,52.0,0,1.0
4091,2.0,63.0,1,0.0
4092,2.0,65.0,1,0.0
4092,1.0,45.0,1,0.0
4092,1.0,24.0,0,3.0
4096,2.0,64.0,1,4.0
4101,2.0,68.0,1,3.0
4103,2.0,48.0,0,1.0
4106,2.0,71.0,1,1.0
4107,1.0,27.0,0,1.0
4108,1.0,43.0,1,3.0
4109,2.0,49.0,0,2.0
4110,1.0,73.0,1,0.0
4115,1.0,50.0,0,0.0
4123,2.0,73.0,1,0.0
4123,1.0,47.0,0,0.0
4123,2.0,45.0,0,0.0
4123,1.0,38.0,0,0.0
4125,2.0,48.0,0,0.0
4125,2.0,45.0,0,2.0
4126,1.0,73.0,1,2.0
4127,1.0,40.0,0,0.0
4128,1.0,70.0,1,1.0
4128,2.0,51.0,0,0.0
4128,2.0,22.0,0,0.0
4129,1.0,40.0,0,0.0
4136,1.0,65.0,0,0.0
4144,1.0,47.0,0,1.0
4144,1.0,46.0,0,3.0
4144,2.0,39.0,0,3.0
4145,1.0,76.0,1,0.0
4146,2.0,43.0,0,1.0
4146,1.0,65.0,0,0.0
4148,2.0,71.0,1,0.0
4151,2.0,38.0,0,1.0
4151,2.0,40.0,0,1.0
4156,2.0,50.0,0,1.0
4156,1.0,54.0,0,0.0
4158,1.0,71.0,1,0.0
4158,1.0,34.0,1,1.0
4160,2.0,70.0,1,0.0
4160,1.0,60.0,0,0.0
4160,2.0,57.0,0,0.0
4160,2.0,74.0,0,0.0
4160,1.0,64.0,0,0.0
4171,1.0,80.0,1,0.0
4171,1.0,51.0,0,2.0
4178,2.0,67.0,1,2.0
4179,1.0,48.0,0,0.0
4179,2.0,45.0,0,0.0
4184,2.0,72.0,1,0.0
4188,2.0,76.0,1,2.0
4189,2.0,53.0,0,2.0
4190,1.0,77.0,1,2.0
4192,1.0,74.0,1,2.0
4196,2.0,51.0,0,2.0
4198,2.0,64.0,1,1.0
4201,1.0,79.0,1,1.0
4204,2.0,70.0,1,0.0
4205,2.0,83.0,0,0.0
4205,2.0,73.0,0,0.0
4205,2.0,74.0,0,0.0
4205,2.0,50.0,0,0.0
4211,2.0,69.0,1,1.0
4211,1.0,30.0,0,0.0
4211,1.0,43.0,0,2.0
4213,2.0,66.0,1,2.0
4214,1.0,71.0,1,1.0
4214,1.0,49.0,0,0.0
4214,2.0,46.0,0,0.0
4214,2.0,35.0,0,0.0
4221,2.0,69.0,1,0.0
4222,2.0,68.0,1,0.0
4227,1.0,71.0,1,1.0
4231,2.0,74.0,0,0.0
4232,1.0,80.0,0,1.0
4240,1.0,30.0,1,0.0
4241,2.0,62.0,1,1.0
4243,1.0,41.0,0,1.0
4245,2.0,70.0,1,2.0
4246,1.0,77.0,1,2.0
4250,2.0,31.0,1,0.0
4254,2.0,49.0,1,3.0
4256,2.0,52.0,0,2.0
4256,2.0,50.0,0,0.0
4256,2.0,55.0,0,0.0
4256,2.0,60.0,0,1.0
4256,2.0,50.0,0,1.0
4264,1.0,78.0,1,2.0
4266,2.0,65.0,0,0.0
4270,2.0,66.0,1,0.0
4270,1.0,42.0,1,0.0
4271,2.0,54.0,0,2.0
4272,1.0,68.0,1,1.0
4273,1.0,75.0,1,1.0
4273,2.0,49.0,0,0.0
4273,2.0,50.0,0,1.0
4273,2.0,48.0,0,1.0
4277,1.0,74.0,1,2.0
4277,1.0,50.0,0,3.0
4281,1.0,85.0,1,0.0
4287,1.0,73.0,1,1.0
4288,2.0,50.0,0,0.0
4288,1.0,68.0,0,0.0
4289,2.0,72.0,1,2.0
4289,2.0,48.0,0,0.0
4289,1.0,46.0,0,0.0
4289,1.0,44.0,0,0.0
4291,1.0,81.0,1,1.0
4295,1.0,77.0,1,2.0
4298,2.0,70.0,1,0.0
4301,2.0,50.0,0,2.0
4301,2.0,49.0,0,3.0
4309,1.0,71.0,1,1.0
4313,2.0,27.0,0,2.0
4316,1.0,65.0,0,1.0
4316,1.0,52.0,0,0.0
4316,1.0,21.0,0,0.0
4317,1.0,73.0,1,3.0
4319,2.0,37.0,0,1.0
4323,2.0,64.0,1,1.0
4323,2.0,43.0,0,0.0
4328,2.0,48.0,0,3.0
4330,1.0,39.0,0,2.0
4331,2.0,69.0,1,0.0
4333,1.0,75.0,1,1.0
4336,2.0,64.0,1,0.0
4339,2.0,45.0,0,1.0
4339,2.0,60.0,0,0.0
4345,2.0,54.0,0,0.0
4345,2.0,25.0,0,0.0
4346,1.0,75.0,1,2.0
4347,1.0,46.0,0,0.0
4347,2.0,63.0,0,0.0
4350,2.0,43.0,0,0.0
4350,1.0,33.0,0,0.0
4353,1.0,77.0,1,2.0
4357,2.0,72.0,1,1.0
4359,2.0,45.0,1,1.0
4365,1.0,41.0,1,1.0
4365,1.0,47.0,0,0.0
4365,2.0,45.0,0,0.0
4365,2.0,39.0,0,1.0
4371,2.0,48.0,1,3.0
4372,1.0,72.0,1,3.0
4375,2.0,62.0,1,2.0
4375,2.0,38.0,0,0.0
4375,2.0,37.0,0,0.0
4375,1.0,28.0,1,3.0
4378,1.0,74.0,1,1.0
4379,1.0,69.0,1,0.0
4380,2.0,59.0,0,3.0
4385,1.0,87.0,1,0.0
4386,2.0,68.0,1,2.0
4386,1.0,45.0,0,1.0
4389,2.0,47.0,0,0.0
4389,2.0,48.0,0,0.0
4389,2.0,63.0,0,0.0
4389,2.0,80.0,0,0.0
4390,2.0,57.0,1,0.0
4390,2.0,26.0,0,0.0
4390,1.0,30.0,0,0.0
4392,1.0,44.0,1,2.0
4393,1.0,72.0,1,2.0
4396,2.0,77.0,1,1.0
4396,2.0,44.0,0,4.0
4396,2.0,60.0,0,0.0
4398,1.0,69.0,0,1.0
4399,1.0,41.0,1,1.0
4399,2.0,50.0,0,3.0
4402,1.0,72.0,1,1.0
4402,2.0,46.0,0,0.0
4403,2.0,64.0,1,0.0
4413,1.0,76.0,1,1.0
4422,1.0,78.0,1,0.0
4424,2.0,72.0,1,1.0
4430,2.0,29.0,0,1.0
4430,2.0,50.0,0,0.0
4430,2.0,48.0,0,0.0
4430,2.0,39.0,0,1.0
4430,1.0,43.0,0,0.0
4433,2.0,60.0,1,2.0
4434,2.0,69.0,1,1.0
4436,1.0,53.0,0,0.0
4436,2.0,52.0,0,1.0
4439,2.0,70.0,0,1.0
4441,2.0,54.0,0,0.0
4441,1.0,50.0,0,0.0
4443,1.0,79.0,1,2.0
4443,2.0,42.0,1,2.0
4443,1.0,50.0,1,0.0
4443,2.0,39.0,1,3.0
4443,2.0,48.0,0,3.0
4443,1.0,13.0,1,0.0
4443,2.0,45.0,0,4.0
4443,2.0,49.0,0,1.0
4444,2.0,52.0,0,0.0
4444,1.0,48.0,0,2.0
4446,1.0,75.0,1,3.0
4447,2.0,54.0,0,1.0
4447,2.0,48.0,0,0.0
4447,1.0,42.0,0,0.0
4447,1.0,53.0,0,0.0
4450,1.0,82.0,1,0.0
4453,2.0,74.0,1,3.0
4463,2.0,66.0,1,0.0
4464,1.0,75.0,1,1.0
4466,1.0,78.0,1,2.0
4466,1.0,53.0,0,0.0
4466,2.0,50.0,0,0.0
4466,2.0,47.0,0,0.0
4466,1.0,45.0,0,0.0
4467,2.0,66.0,1,1.0
4467,2.0,46.0,0,0.0
4471,2.0,33.0,0,1.0
4472,2.0,73.0,1,1.0
4478,2.0,61.0,1,4.0
4478,1.0,44.0,0,0.0
4478,2.0,40.0,0,0.0
4482,2.0,71.0,1,1.0
4489,2.0,49.0,0,1.0
4493,1.0,40.0,0,1.0
4494,1.0,74.0,1,2.0
4495,2.0,38.0,0,0.0
4499,1.0,71.0,1,2.0
4504,1.0,48.0,0,0.0
4506,1.0,74.0,1,0.0
4509,1.0,74.0,1,0.0
4512,2.0,68.0,1,2.0
4513,2.0,73.0,1,0.0
4517,1.0,45.0,0,2.0
4517,2.0,42.0,0,3.0
4517,1.0,70.0,0,0.0
4519,1.0,79.0,1,5.0
4519,2.0,75.0,0,0.0
4521,2.0,37.0,0,1.0
4523,2.0,68.0,1,0.0
4525,2.0,68.0,1,0.0
4526,1.0,82.0,1,2.0
4527,2.0,71.0,1,0.0
4529,1.0,77.0,1,2.0
4531,2.0,42.0,1,2.0
4534,1.0,89.0,1,0.0
4535,2.0,72.0,1,1.0
4536,1.0,80.0,1,1.0
4536,2.0,50.0,0,0.0
4539,2.0,70.0,1,0.0
4540,2.0,42.0,0,1.0
4542,2.0,74.0,1,0.0
4542,1.0,51.0,0,0.0
4542,2.0,70.0,0,0.0
4542,2.0,70.0,0,0.0
4542,2.0,74.0,0,0.0
4543,2.0,50.0,0,0.0
4546,1.0,78.0,1,2.0
4546,2.0,48.0,0,2.0
4547,1.0,75.0,1,4.0
4547,1.0,44.0,1,0.0
4547,2.0,49.0,0,0.0
4550,2.0,72.0,1,4.0
4552,2.0,43.0,0,0.0
4552,2.0,53.0,0,0.0
4554,1.0,48.0,0,0.0
4554,2.0,50.0,0,0.0
4555,1.0,48.0,1,0.0
4556,1.0,81.0,1,1.0
4559,1.0,48.0,0,2.0
4560,2.0,75.0,1,0.0
4565,2.0,50.0,0,2.0
4565,2.0,52.0,0,0.0
4567,1.0,74.0,1,2.0
4567,1.0,45.0,0,0.0
4572,2.0,52.0,0,1.0
4572,1.0,82.0,1,4.0
4572,1.0,43.0,0,0.0
4572,1.0,57.0,0,0.0
4572,2.0,55.0,0,0.0
4572,1.0,52.0,0,0.0
4572,1.0,50.0,0,0.0
4572,1.0,48.0,0,0.0
4572,2.0,45.0,0,0.0
4574,2.0,57.0,0,1.0
4574,1.0,54.0,0,1.0
4574,2.0,44.0,0,0.0
4574,2.0,76.0,0,0.0
4575,1.0,41.0,0,0.0
4575,2.0,28.0,0,0.0
4576,2.0,44.0,0,1.0
4576,1.0,40.0,0,1.0
4577,1.0,79.0,1,1.0
4578,2.0,43.0,0,1.0
4581,2.0,48.0,1,2.0
4585,1.0,74.0,1,2.0
4586,1.0,74.0,1,0.0
4587,1.0,43.0,1,0.0
4587,2.0,46.0,0,0.0
4587,1.0,31.0,0,0.0
4587,1.0,37.0,0,0.0
4587,1.0,35.0,0,0.0
4589,1.0,77.0,1,0.0
4589,2.0,55.0,0,1.0
4596,2.0,72.0,0,1.0
4597,2.0,70.0,1,2.0
4600,1.0,57.0,0,1.0
4600,2.0,55.0,0,2.0
4601,1.0,75.0,1,2.0
4602,2.0,75.0,1,1.0
4605,2.0,66.0,0,0.0
4605,2.0,60.0,0,0.0
4606,2.0,67.0,1,0.0
4606,1.0,75.0,0,0.0
4609,2.0,74.0,1,0.0
4618,2.0,45.0,0,0.0
4618,2.0,42.0,0,0.0
4619,2.0,72.0,1,0.0
4623,2.0,51.0,0,1.0
4625,1.0,39.0,0,5.0
4625,2.0,42.0,0,0.0
4626,2.0,62.0,1,2.0
4627,1.0,80.0,1,0.0
4629,2.0,75.0,1,2.0
4630,2.0,43.0,1,1.0
4630,2.0,60.0,0,1.0
4631,1.0,72.0,0,1.0
4636,2.0,64.0,1,2.0
4637,2.0,45.0,1,0.0
4639,1.0,65.0,1,1.0
4642,1.0,24.0,1,0.0
4642,1.0,54.0,0,0.0
4645,2.0,70.0,1,0.0
4646,2.0,55.0,1,0.0
4646,1.0,58.0,1,1.0
4652,1.0,59.0,1,1.0
4659,2.0,66.0,0,0.0
4664,1.0,40.0,0,1.0
4665,2.0,48.0,1,0.0
4668,2.0,71.0,1,5.0
4668,2.0,46.0,0,4.0
4669,2.0,72.0,1,5.0
4669,1.0,44.0,1,1.0
4669,1.0,10.0,0,0.0
4669,1.0,7.0,0,0.0
4669,1.0,10.0,0,0.0
4672,2.0,51.0,0,1.0
4672,1.0,44.0,0,0.0
4674,1.0,61.0,0,2.0
4674,1.0,60.0,0,0.0
4675,2.0,68.0,0,0.0
4681,2.0,44.0,0,0.0
4681,1.0,46.0,0,1.0
4684,1.0,77.0,1,0.0
4686,1.0,75.0,1,3.0
4690,2.0,50.0,0,1.0
4690,1.0,55.0,0,1.0
4690,2.0,65.0,0,0.0
4690,1.0,45.0,0,0.0
4691,2.0,39.0,1,0.0
4694,2.0,48.0,0,2.0
4695,1.0,81.0,1,0.0
4696,2.0,64.0,0,1.0
4698,1.0,50.0,1,1.0
4698,1.0,79.0,1,1.0
4698,2.0,49.0,0,1.0
4701,1.0,64.0,1,0.0
4701,1.0,40.0,0,0.0
4701,2.0,39.0,0,1.0
4703,1.0,76.0,1,0.0
4707,2.0,73.0,1,4.0
4709,1.0,74.0,1,2.0
4713,2.0,75.0,0,2.0
4721,2.0,52.0,0,3.0
4723,1.0,80.0,1,1.0
4723,2.0,30.0,0,1.0
4723,1.0,29.0,0,0.0
4723,2.0,25.0,0,0.0
4728,2.0,71.0,1,2.0
4729,2.0,72.0,1,2.0
4731,2.0,72.0,1,1.0
4733,1.0,74.0,1,1.0
4735,1.0,74.0,1,0.0
4737,1.0,78.0,0,1.0
4740,2.0,68.0,0,0.0
4745,2.0,37.0,1,0.0
4746,2.0,67.0,1,0.0
4747,2.0,51.0,1,2.0
4748,2.0,47.0,0,0.0
4748,2.0,45.0,0,0.0
4748,2.0,60.0,1,6.0
4749,1.0,80.0,1,0.0
4750,1.0,79.0,1,1.0
4753,1.0,74.0,1,2.0
4761,2.0,54.0,0,0.0
4761,2.0,55.0,0,0.0
4764,1.0,78.0,1,3.0
4764,2.0,57.0,0,0.0
4765,1.0,76.0,1,2.0
4765,1.0,55.0,0,0.0
4765,2.0,45.0,0,0.0
4769,1.0,80.0,1,2.0
4771,2.0,46.0,0,1.0
4771,2.0,68.0,1,4.0
4772,1.0,74.0,1,1.0
4773,1.0,44.0,0,4.0
4773,2.0,42.0,0,4.0
4773,1.0,59.0,0,0.0
4776,2.0,64.0,1,3.0
4776,1.0,30.0,1,2.0
4776,2.0,44.0,0,2.0
4778,1.0,80.0,1,0.0
4779,2.0,65.0,0,0.0
4779,2.0,48.0,0,0.0
4781,2.0,66.0,1,2.0
4781,2.0,41.0,0,3.0
4781,2.0,43.0,0,0.0
4781,1.0,70.0,0,0.0
4781,1.0,80.0,0,0.0
4781,2.0,70.0,0,0.0
4781,2.0,65.0,0,0.0
4781,1.0,65.0,0,0.0
4783,2.0,55.0,0,0.0
4784,2.0,65.0,1,0.0
4787,1.0,48.0,0,0.0
4787,2.0,64.0,0,0.0
4787,2.0,63.0,0,0.0
4787,1.0,52.0,0,1.0
4787,2.0,51.0,0,2.0
4787,2.0,49.0,0,1.0
4787,2.0,65.0,0,0.0
4787,2.0,58.0,0,0.0
4788,1.0,51.0,0,3.0
4788,1.0,47.0,0,0.0
4788,1.0,47.0,0,1.0
4788,2.0,42.0,0,1.0
4788,1.0,74.0,0,0.0
4792,2.0,51.0,0,0.0
4796,2.0,41.0,0,1.0
4796,1.0,54.0,0,0.0
4796,2.0,48.0,0,0.0
4796,2.0,37.0,0,1.0
4796,1.0,36.0,0,0.0
4800,2.0,71.0,1,2.0
4803,2.0,55.0,0,1.0
4803,1.0,30.0,0,1.0
4805,2.0,53.0,1,0.0
4807,2.0,50.0,0,3.0
4813,1.0,83.0,1,3.0
4814,1.0,72.0,1,0.0
4816,2.0,78.0,0,0.0
4820,2.0,68.0,1,1.0
4822,2.0,69.0,1,3.0
4824,2.0,39.0,0,2.0
4825,1.0,76.0,1,4.0
4825,1.0,52.0,0,0.0
4826,2.0,79.0,0,1.0
4826,1.0,81.0,0,0.0
4826,2.0,78.0,0,0.0
4826,2.0,74.0,0,0.0
4826,1.0,67.0,0,0.0
4830,2.0,51.0,0,0.0
4832,1.0,50.0,1,0.0
4833,2.0,56.0,0,0.0
4833,1.0,54.0,0,0.0
4833,1.0,49.0,0,0.0
4833,2.0,70.0,0,0.0
4840,1.0,74.0,1,1.0
4841,1.0,77.0,1,1.0
4842,2.0,71.0,0,2.0
4842,2.0,61.0,0,1.0
4842,2.0,44.0,0,3.0
4845,1.0,83.0,1,3.0
4849,2.0,73.0,1,0.0
4849,2.0,46.0,0,0.0
4850,2.0,77.0,1,1.0
4850,2.0,51.0,0,0.0
4853,2.0,76.0,1,0.0
4855,2.0,59.0,1,0.0
4856,1.0,76.0,1,0.0
4860,2.0,68.0,1,1.0
4862,2.0,52.0,0,1.0
4863,2.0,46.0,0,0.0
4868,2.0,60.0,0,0.0
4868,2.0,32.0,0,0.0
4868,2.0,72.0,0,0.0
4868,2.0,51.0,0,0.0
4868,2.0,32.0,0,0.0
4870,1.0,78.0,1,0.0
4870,1.0,50.0,0,0.0
4880,1.0,76.0,1,2.0
4881,2.0,68.0,1,2.0
4901,2.0,69.0,1,0.0
4908,2.0,49.0,1,3.0
4908,1.0,51.0,0,1.0
4908,2.0,51.0,0,0.0
4908,2.0,25.0,0,0.0
4908,1.0,24.0,0,0.0
4908,1.0,21.0,0,0.0
4908,1.0,18.0,0,0.0
4908,1.0,19.0,1,0.0
4917,1.0,74.0,1,1.0
4918,1.0,77.0,0,0.0
4921,1.0,75.0,1,2.0
4921,1.0,46.0,0,1.0
4923,2.0,43.0,0,0.0
4923,2.0,74.0,0,0.0
4923,2.0,74.0,0,0.0
4923,1.0,84.0,1,4.0
4925,1.0,79.0,1,2.0
4925,2.0,68.0,0,0.0
4928,2.0,69.0,1,1.0
4929,2.0,72.0,1,1.0
4933,1.0,70.0,0,0.0
4933,2.0,72.0,0,0.0
4934,2.0,55.0,0,0.0
4934,2.0,75.0,0,1.0
4934,1.0,69.0,0,1.0
4935,2.0,65.0,1,0.0
4939,1.0,76.0,1,0.0
4939,2.0,53.0,0,0.0
4940,2.0,84.0,0,0.0
4940,1.0,80.0,0,1.0
4943,1.0,53.0,0,0.0
4944,2.0,75.0,1,2.0
4946,2.0,72.0,1,0.0
4947,2.0,62.0,1,1.0
4947,1.0,19.0,1,2.0
4948,1.0,74.0,1,0.0
4952,2.0,52.0,0,1.0
4952,2.0,45.0,0,0.0
4957,1.0,70.0,1,3.0
4957,1.0,53.0,0,0.0
4967,2.0,47.0,0,1.0
4967,2.0,52.0,0,1.0
4967,2.0,75.0,0,0.0
4968,2.0,73.0,1,0.0
4971,2.0,57.0,0,0.0
4971,2.0,56.0,0,0.0
4976,2.0,42.0,0,1.0
4979,2.0,50.0,0,0.0
4982,2.0,41.0,1,1.0
4982,2.0,75.0,1,2.0
4982,1.0,54.0,0,1.0
4986,1.0,79.0,1,0.0
4987,2.0,73.0,1,0.0
4989,1.0,75.0,1,1.0
4991,2.0,44.0,0,1.0
4996,1.0,55.0,0,0.0
4996,1.0,83.0,1,0.0
4996,1.0,50.0,0,0.0
5000,2.0,51.0,0,0.0
5002,1.0,70.0,1,0.0
5002,1.0,49.0,0,0.0
5002,1.0,44.0,0,1.0
5002,2.0,85.0,0,0.0
5006,2.0,66.0,0,0.0
5007,2.0,72.0,0,4.0
5007,2.0,60.0,0,0.0
5008,1.0,65.0,1,2.0
5008,1.0,55.0,0,0.0
5008,1.0,53.0,0,0.0
5009,1.0,71.0,1,0.0
5011,2.0,65.0,1,1.0
5013,2.0,37.0,1,2.0
5016,2.0,55.0,0,0.0
5019,1.0,74.0,1,1.0
5020,1.0,75.0,1,3.0
5021,1.0,74.0,1,0.0
5023,1.0,52.0,0,0.0
5023,1.0,40.0,0,1.0
5023,1.0,39.0,0,0.0
5025,2.0,35.0,0,0.0
5025,1.0,39.0,0,1.0
5027,1.0,78.0,1,1.0
5028,2.0,45.0,0,2.0
5029,2.0,65.0,0,2.0
5031,2.0,39.0,1,0.0
5031,2.0,51.0,0,0.0
5031,1.0,58.0,1,0.0
5032,1.0,76.0,1,2.0
5033,2.0,67.0,1,0.0
5033,2.0,38.0,0,0.0
5033,1.0,44.0,0,0.0
5033,2.0,65.0,0,0.0
5033,2.0,66.0,0,0.0
5033,2.0,55.0,0,0.0
5036,2.0,53.0,0,2.0
5037,2.0,70.0,1,0.0
5037,1.0,43.0,1,0.0
5039,1.0,79.0,1,1.0
5039,2.0,50.0,0,3.0
5042,1.0,48.0,0,0.0
5046,1.0,49.0,0,0.0
5047,2.0,52.0,0,5.0
5048,1.0,78.0,1,0.0
5051,2.0,50.0,0,2.0
5051,2.0,45.0,0,0.0
5051,1.0,42.0,0,0.0
5052,2.0,61.0,1,0.0
5054,1.0,66.0,1,1.0
5058,2.0,72.0,1,6.0
5059,2.0,75.0,0,0.0
5059,1.0,37.0,0,1.0
5059,1.0,85.0,0,0.0
5067,1.0,52.0,1,4.0
5070,2.0,82.0,0,0.0
5070,1.0,79.0,0,0.0
5070,2.0,94.0,0,0.0
5071,1.0,84.0,1,1.0
5072,1.0,54.0,0,0.0
5072,2.0,51.0,0,2.0
5074,2.0,62.0,0,1.0
5075,1.0,69.0,1,1.0
5076,2.0,68.0,0,1.0
5076,2.0,76.0,0,1.0
5076,2.0,62.0,0,0.0
5076,1.0,55.0,0,1.0
5076,1.0,51.0,0,0.0
5079,1.0,81.0,1,1.0
5079,2.0,52.0,0,0.0
5079,1.0,44.0,0,1.0
5086,2.0,64.0,1,1.0
5086,1.0,43.0,0,0.0
5089,1.0,64.0,1,1.0
5090,2.0,54.0,0,1.0
5093,1.0,77.0,1,1.0
5096,2.0,69.0,1,0.0
5099,1.0,50.0,0,0.0
5099,1.0,48.0,0,1.0
5101,1.0,72.0,1,0.0
5102,1.0,72.0,1,3.0
5103,1.0,75.0,1,2.0
5106,2.0,35.0,0,3.0
5113,2.0,62.0,1,3.0
5113,2.0,25.0,1,2.0
5113,2.0,23.0,1,0.0
5113,1.0,28.0,1,3.0
5113,1.0,39.0,0,1.0
5113,1.0,32.0,0,2.0
5113,2.0,31.0,0,2.0
5114,1.0,77.0,1,2.0
5116,2.0,48.0,0,1.0
5116,2.0,47.0,1,4.0
5117,2.0,73.0,1,1.0
5118,1.0,82.0,1,0.0
5120,1.0,57.0,0,1.0
5120,2.0,56.0,0,1.0
5120,2.0,55.0,0,1.0
5120,2.0,53.0,0,0.0
5120,2.0,63.0,0,1.0
5120,2.0,68.0,0,2.0
5120,2.0,57.0,0,1.0
5126,1.0,49.0,1,3.0
5126,2.0,64.0,0,2.0
5126,1.0,54.0,0,0.0
5133,2.0,70.0,1,0.0
5136,1.0,77.0,1,0.0
5137,1.0,79.0,1,2.0
5138,2.0,76.0,1,1.0
5139,1.0,76.0,1,3.0
5140,1.0,48.0,0,0.0
5140,2.0,44.0,0,1.0
5141,1.0,82.0,1,0.0
5142,2.0,71.0,1,3.0
5148,1.0,80.0,1,2.0
5150,2.0,75.0,1,2.0
5150,2.0,65.0,0,1.0
5150,1.0,66.0,0,1.0
5150,2.0,50.0,0,1.0
5150,2.0,47.0,0,1.0
5154,1.0,77.0,1,2.0
5155,1.0,75.0,1,2.0
5158,1.0,55.0,0,0.0
5159,2.0,69.0,1,0.0
5159,2.0,54.0,0,1.0
5159,1.0,48.0,0,1.0
5160,2.0,54.0,0,0.0
5161,1.0,81.0,1,1.0
5161,1.0,53.0,0,0.0
5162,2.0,37.0,0,0.0
5163,2.0,66.0,1,2.0
5164,2.0,57.0,0,0.0
5164,1.0,48.0,0,0.0
5164,2.0,45.0,0,0.0
5165,1.0,77.0,1,4.0
5166,2.0,49.0,0,3.0
5167,1.0,81.0,0,0.0
5169,2.0,72.0,1,1.0
5170,2.0,78.0,1,3.0
5170,2.0,57.0,0,0.0
5175,1.0,76.0,1,3.0
5176,1.0,79.0,1,0.0
5177,2.0,70.0,1,2.0
5178,1.0,74.0,1,2.0
