idmen_care,AHENTSEX,AHENTAGE,AHENTCOH,SCORE_AIDE
1970,1.0,64.0,1,1.0
1972,2.0,64.0,1,3.0
1974,1.0,68.0,1,2.0
1976,2.0,72.0,0,1.0
1981,2.0,61.0,1,1.0
1982,2.0,32.0,1,0.0
1982,1.0,38.0,1,0.0
1982,1.0,77.0,1,0.0
1982,2.0,22.0,0,0.0
1991,1.0,62.0,1,4.0
1997,2.0,64.0,1,3.0
2001,2.0,38.0,0,0.0
2001,1.0,62.0,0,0.0
2001,1.0,62.0,0,0.0
2003,1.0,38.0,0,0.0
2004,1.0,66.0,0,0.0
2004,2.0,69.0,0,0.0
2004,2.0,68.0,0,0.0
2005,2.0,52.0,1,2.0
2005,1.0,17.0,1,1.0
2012,2.0,57.0,1,1.0
2015,1.0,72.0,1,2.0
2018,2.0,56.0,1,2.0
2023,2.0,69.0,1,0.0
2025,1.0,71.0,1,2.0
2031,2.0,68.0,1,0.0
2032,2.0,69.0,1,0.0
2035,1.0,49.0,0,2.0
2036,2.0,37.0,0,1.0
2036,2.0,22.0,0,2.0
2037,2.0,59.0,1,2.0
2040,1.0,74.0,1,0.0
2047,1.0,65.0,1,1.0
2054,1.0,67.0,1,2.0
2056,2.0,43.0,0,0.0
2056,2.0,41.0,0,0.0
2060,2.0,95.0,1,0.0
2063,1.0,38.0,0,0.0
2063,2.0,64.0,0,0.0
2063,1.0,60.0,0,0.0
2065,1.0,40.0,0,0.0
2065,1.0,44.0,0,0.0
2065,2.0,32.0,0,0.0
2065,1.0,36.0,0,0.0
2065,1.0,38.0,0,0.0
2065,2.0,34.0,0,0.0
2065,1.0,63.0,0,0.0
2066,2.0,66.0,1,2.0
2071,1.0,45.0,0,2.0
2072,1.0,45.0,0,0.0
2072,2.0,64.0,0,2.0
2076,2.0,60.0,1,0.0
2079,1.0,69.0,1,3.0
2079,1.0,35.0,0,0.0
2079,2.0,67.0,0,1.0
2095,1.0,69.0,1,1.0
2096,1.0,64.0,1,0.0
2096,2.0,44.0,0,0.0
2097,2.0,36.0,0,0.0
2098,2.0,39.0,1,0.0
2103,1.0,64.0,0,0.0
2103,2.0,69.0,0,0.0
2105,1.0,66.0,1,2.0
2105,1.0,41.0,0,0.0
2105,1.0,37.0,0,0.0
2107,1.0,66.0,1,0.0
2108,1.0,69.0,1,2.0
2108,2.0,68.0,0,0.0
2112,1.0,67.0,1,0.0
2114,2.0,62.0,1,2.0
2115,2.0,38.0,1,0.0
2128,1.0,67.0,1,0.0
2133,1.0,68.0,1,0.0
2136,2.0,64.0,1,1.0
2138,2.0,64.0,1,2.0
2140,2.0,63.0,1,2.0
2147,1.0,70.0,1,1.0
2152,2.0,56.0,1,3.0
2152,2.0,20.0,1,0.0
2152,2.0,36.0,1,1.0
2152,2.0,37.0,0,1.0
2152,1.0,34.0,0,0.0
2152,2.0,38.0,1,0.0
2152,1.0,65.0,0,0.0
2154,2.0,33.0,0,2.0
2157,2.0,41.0,0,0.0
2168,2.0,65.0,1,4.0
2170,2.0,66.0,1,2.0
2170,1.0,39.0,0,1.0
2172,2.0,68.0,1,2.0
2173,1.0,52.0,1,1.0
2180,2.0,44.0,0,0.0
2181,1.0,65.0,0,3.0
2183,2.0,46.0,0,0.0
2183,2.0,43.0,0,0.0
2185,1.0,69.0,1,0.0
2187,1.0,64.0,1,0.0
2192,1.0,67.0,1,2.0
2194,2.0,31.0,0,3.0
2194,2.0,84.0,1,2.0
2194,2.0,36.0,0,1.0
2194,2.0,64.0,0,3.0
2195,2.0,26.0,1,3.0
2202,1.0,43.0,0,1.0
2202,2.0,39.0,0,0.0
2202,1.0,67.0,0,2.0
2203,1.0,70.0,1,0.0
2205,2.0,65.0,1,0.0
2207,2.0,66.0,1,1.0
2212,2.0,27.0,0,1.0
2212,2.0,54.0,0,3.0
2219,2.0,61.0,1,0.0
2220,1.0,36.0,0,0.0
2224,1.0,69.0,1,2.0
2238,2.0,64.0,1,3.0
2241,1.0,73.0,1,0.0
2247,2.0,66.0,1,0.0
2248,1.0,43.0,0,1.0
2249,2.0,67.0,1,1.0
2249,2.0,30.0,1,1.0
2249,2.0,45.0,0,0.0
2249,2.0,40.0,0,0.0
2249,2.0,33.0,0,2.0
2249,1.0,27.0,1,0.0
2249,1.0,44.0,0,0.0
2250,1.0,71.0,1,0.0
2256,1.0,68.0,1,5.0
2262,2.0,61.0,1,0.0
2264,2.0,52.0,0,2.0
2264,2.0,24.0,0,2.0
2264,1.0,50.0,0,0.0
2264,2.0,20.0,0,0.0
2265,2.0,66.0,1,1.0
2277,2.0,60.0,1,1.0
2277,1.0,41.0,0,0.0
2277,1.0,38.0,0,0.0
2279,1.0,36.0,1,1.0
2286,2.0,35.0,0,0.0
2286,2.0,56.0,0,0.0
2290,2.0,36.0,1,6.0
2290,1.0,45.0,0,0.0
2290,1.0,43.0,0,0.0
2290,2.0,39.0,0,0.0
2290,2.0,37.0,0,0.0
2290,1.0,32.0,0,0.0
2290,1.0,11.0,1,0.0
2293,2.0,45.0,0,1.0
2294,2.0,68.0,1,0.0
2303,1.0,70.0,1,1.0
2309,2.0,21.0,1,0.0
2313,2.0,63.0,0,1.0
2314,1.0,66.0,1,0.0
2316,1.0,68.0,1,0.0
2316,2.0,66.0,0,0.0
2318,2.0,32.0,0,5.0
2318,2.0,25.0,0,1.0
2321,1.0,68.0,1,2.0
2324,2.0,60.0,1,1.0
2330,2.0,86.0,0,0.0
2332,1.0,69.0,1,2.0
2332,2.0,31.0,0,0.0
2332,2.0,43.0,0,0.0
2339,1.0,57.0,1,2.0
2357,2.0,61.0,1,0.0
2358,2.0,41.0,1,0.0
2358,1.0,35.0,1,0.0
2364,2.0,66.0,1,1.0
2370,2.0,64.0,1,2.0
2379,2.0,59.0,1,5.0
2380,2.0,56.0,0,0.0
2384,2.0,63.0,1,2.0
2386,1.0,65.0,1,0.0
2386,2.0,46.0,0,0.0
2386,2.0,43.0,0,1.0
2386,2.0,27.0,0,1.0
2387,2.0,39.0,0,1.0
2404,2.0,41.0,0,0.0
2405,1.0,70.0,1,2.0
2407,1.0,71.0,1,5.0
2408,1.0,69.0,1,0.0
2410,1.0,61.0,1,9.0
2418,2.0,53.0,1,0.0
2421,1.0,73.0,1,1.0
2422,1.0,54.0,1,3.0
2424,1.0,42.0,0,0.0
2426,1.0,68.0,1,2.0
2426,2.0,48.0,0,0.0
2426,1.0,46.0,0,0.0
2426,2.0,43.0,0,0.0
2427,1.0,67.0,1,0.0
2437,1.0,44.0,1,1.0
2437,2.0,65.0,0,0.0
2445,1.0,72.0,1,0.0
2453,1.0,69.0,1,0.0
2453,1.0,35.0,1,2.0
2453,1.0,33.0,1,2.0
2453,2.0,35.0,0,1.0
2453,2.0,48.0,0,1.0
2458,2.0,66.0,1,0.0
2464,2.0,66.0,0,0.0
2464,2.0,61.0,0,0.0
2464,2.0,41.0,0,0.0
2464,2.0,81.0,0,0.0
2470,1.0,66.0,0,1.0
2470,1.0,59.0,0,0.0
2477,1.0,70.0,1,1.0
2482,2.0,69.0,1,0.0
2482,1.0,41.0,1,0.0
2483,2.0,44.0,0,1.0
2483,1.0,47.0,0,2.0
2487,2.0,60.0,0,0.0
2490,2.0,66.0,1,0.0
2490,1.0,43.0,0,0.0
2490,2.0,41.0,0,0.0
2490,1.0,37.0,0,0.0
2495,2.0,17.0,1,0.0
2496,2.0,80.0,0,1.0
2503,2.0,62.0,1,0.0
2509,1.0,71.0,1,3.0
2510,1.0,33.0,0,0.0
2510,2.0,33.0,0,0.0
2511,1.0,68.0,1,2.0
2513,2.0,68.0,1,0.0
2513,1.0,43.0,0,0.0
2513,1.0,34.0,0,0.0
2513,2.0,73.0,0,0.0
2513,1.0,37.0,0,0.0
2515,1.0,70.0,1,3.0
2522,2.0,64.0,1,2.0
2526,2.0,44.0,0,0.0
2534,1.0,72.0,1,0.0
2534,1.0,39.0,1,0.0
2536,,,0,1.0
2541,2.0,28.0,0,0.0
2545,2.0,65.0,0,1.0
2545,2.0,58.0,0,0.0
2545,1.0,65.0,0,1.0
2555,1.0,78.0,1,0.0
2555,2.0,42.0,0,0.0
2555,2.0,37.0,0,0.0
2555,2.0,29.0,0,0.0
2555,1.0,45.0,0,0.0
2555,1.0,40.0,0,0.0
2555,1.0,33.0,0,0.0
2556,2.0,82.0,0,0.0
2556,2.0,42.0,0,2.0
2556,2.0,14.0,0,0.0
2556,1.0,22.0,0,0.0
2557,1.0,72.0,1,0.0
2557,2.0,37.0,0,2.0
2569,1.0,27.0,1,1.0
2569,1.0,39.0,1,2.0
2569,2.0,48.0,0,3.0
2570,2.0,43.0,0,1.0
2570,2.0,20.0,0,2.0
2570,2.0,16.0,0,2.0
2574,2.0,65.0,1,1.0
2574,2.0,37.0,0,3.0
2575,2.0,65.0,0,1.0
2578,2.0,46.0,1,0.0
2581,2.0,40.0,0,1.0
2581,2.0,41.0,0,3.0
2581,2.0,71.0,1,2.0
2581,2.0,38.0,0,3.0
2581,2.0,44.0,0,1.0
2581,1.0,47.0,0,2.0
2581,1.0,45.0,0,2.0
2581,2.0,38.0,0,0.0
2587,1.0,69.0,0,1.0
2588,1.0,50.0,0,0.0
2595,1.0,68.0,1,0.0
2596,1.0,60.0,0,0.0
2598,1.0,67.0,1,3.0
2609,1.0,66.0,1,0.0
2613,1.0,66.0,1,1.0
2613,2.0,43.0,0,1.0
2613,2.0,47.0,0,1.0
2613,2.0,31.0,0,1.0
2613,2.0,33.0,0,1.0
2613,2.0,36.0,0,1.0
2613,2.0,21.0,1,1.0
2613,2.0,25.0,0,2.0
2613,1.0,23.0,1,0.0
2616,1.0,71.0,1,3.0
2620,2.0,65.0,1,1.0
2628,2.0,62.0,0,0.0
2634,2.0,72.0,0,0.0
2639,1.0,66.0,1,3.0
2640,2.0,66.0,1,3.0
2645,1.0,35.0,0,0.0
2646,2.0,37.0,0,1.0
2647,2.0,57.0,1,0.0
2649,1.0,67.0,1,0.0
2649,2.0,63.0,0,1.0
2650,1.0,70.0,1,0.0
2655,2.0,60.0,1,2.0
2662,2.0,60.0,1,0.0
2663,1.0,73.0,1,1.0
2665,1.0,66.0,1,0.0
2666,1.0,68.0,1,1.0
2666,2.0,42.0,0,0.0
2669,2.0,71.0,1,1.0
2678,2.0,59.0,1,2.0
2682,1.0,46.0,0,3.0
2683,2.0,38.0,1,0.0
2683,2.0,40.0,0,0.0
2685,1.0,77.0,1,0.0
2687,1.0,74.0,1,5.0
2690,2.0,93.0,1,0.0
2696,1.0,65.0,1,0.0
2696,1.0,41.0,0,0.0
2696,2.0,38.0,0,0.0
2696,1.0,37.0,0,0.0
2696,2.0,64.0,0,0.0
2699,2.0,66.0,1,0.0
2700,1.0,63.0,1,1.0
2702,2.0,44.0,0,2.0
2705,2.0,40.0,0,0.0
2705,2.0,41.0,0,0.0
2706,1.0,58.0,1,4.0
2708,1.0,66.0,1,2.0
2717,1.0,72.0,1,5.0
2720,2.0,65.0,1,1.0
2722,2.0,35.0,0,0.0
2723,2.0,72.0,1,0.0
2724,1.0,67.0,1,1.0
2724,2.0,38.0,0,4.0
2725,1.0,71.0,1,0.0
2727,2.0,28.0,1,1.0
2730,2.0,32.0,0,0.0
2730,2.0,50.0,0,0.0
2732,2.0,87.0,1,1.0
2742,2.0,78.0,1,2.0
2742,2.0,41.0,0,1.0
2753,1.0,69.0,1,0.0
2754,1.0,72.0,1,1.0
2754,1.0,50.0,0,0.0
2761,1.0,48.0,0,0.0
2761,2.0,47.0,0,0.0
2761,2.0,44.0,0,0.0
2764,1.0,45.0,0,1.0
2765,1.0,71.0,1,0.0
2765,2.0,36.0,0,0.0
2768,2.0,60.0,0,0.0
2769,2.0,45.0,0,2.0
2770,2.0,48.0,0,1.0
2770,1.0,24.0,0,1.0
2771,2.0,47.0,0,0.0
2781,1.0,34.0,1,2.0
2784,2.0,71.0,1,0.0
2792,2.0,44.0,0,1.0
2792,1.0,49.0,0,0.0
2792,2.0,46.0,0,0.0
2799,2.0,47.0,1,0.0
2799,2.0,43.0,0,0.0
2800,1.0,37.0,0,1.0
2800,2.0,44.0,0,1.0
2800,1.0,43.0,0,1.0
2800,2.0,39.0,0,1.0
2800,2.0,52.0,0,2.0
2801,1.0,38.0,0,1.0
2801,1.0,40.0,0,0.0
2801,2.0,36.0,0,0.0
2803,1.0,47.0,0,0.0
2803,2.0,42.0,0,0.0
2806,1.0,70.0,1,3.0
2813,1.0,69.0,1,0.0
2814,1.0,43.0,1,0.0
2820,1.0,67.0,1,0.0
2821,,,0,0.0
2821,2.0,45.0,0,0.0
2822,1.0,68.0,1,2.0
2827,1.0,45.0,0,0.0
2827,2.0,63.0,0,0.0
2827,2.0,16.0,0,0.0
2830,1.0,40.0,0,0.0
2837,2.0,73.0,1,0.0
2838,2.0,66.0,1,0.0
2840,2.0,37.0,0,0.0
2840,1.0,48.0,0,0.0
2842,2.0,87.0,1,0.0
2843,1.0,28.0,1,3.0
2847,1.0,67.0,1,0.0
2852,2.0,47.0,1,2.0
2852,1.0,33.0,0,1.0
2858,1.0,48.0,0,0.0
2858,2.0,57.0,0,0.0
2863,1.0,69.0,1,0.0
2867,2.0,63.0,1,0.0
2868,1.0,46.0,0,1.0
2868,2.0,59.0,0,0.0
2872,2.0,17.0,0,0.0
2872,2.0,55.0,0,0.0
2872,1.0,16.0,0,0.0
2875,2.0,66.0,1,2.0
2880,2.0,44.0,0,0.0
2880,,,0,0.0
2884,2.0,47.0,0,1.0
2885,1.0,68.0,1,1.0
2892,1.0,58.0,1,2.0
2893,1.0,88.0,1,1.0
2897,1.0,69.0,1,1.0
2898,2.0,68.0,0,0.0
2901,1.0,73.0,1,2.0
2904,1.0,81.0,1,0.0
2905,2.0,64.0,1,0.0
2910,2.0,61.0,0,1.0
2910,1.0,55.0,0,0.0
2915,2.0,62.0,1,0.0
2915,2.0,39.0,0,0.0
2918,1.0,45.0,0,3.0
2918,1.0,43.0,1,3.0
2918,2.0,33.0,0,0.0
2920,2.0,73.0,1,0.0
2924,1.0,55.0,0,1.0
2924,2.0,43.0,0,1.0
2935,1.0,66.0,1,3.0
2936,2.0,80.0,0,0.0
2939,2.0,38.0,1,2.0
2939,1.0,67.0,1,1.0
2940,2.0,61.0,1,0.0
2943,1.0,67.0,1,0.0
2950,1.0,37.0,0,1.0
2950,1.0,35.0,0,1.0
2955,2.0,68.0,1,1.0
2955,1.0,65.0,0,0.0
2957,2.0,62.0,0,0.0
2957,2.0,62.0,0,0.0
2957,2.0,68.0,0,0.0
2961,2.0,68.0,1,3.0
2962,2.0,63.0,1,0.0
2965,1.0,70.0,1,4.0
2967,2.0,47.0,1,1.0
2967,2.0,71.0,0,0.0
2967,2.0,65.0,0,0.0
2967,2.0,68.0,0,0.0
2967,2.0,76.0,0,0.0
2975,1.0,75.0,0,0.0
2977,1.0,70.0,1,1.0
2978,1.0,67.0,1,0.0
2980,1.0,66.0,1,1.0
2980,1.0,32.0,1,2.0
2983,2.0,71.0,1,1.0
2988,1.0,70.0,1,0.0
2994,2.0,69.0,0,2.0
3001,1.0,64.0,1,3.0
3001,1.0,33.0,0,0.0
3003,2.0,41.0,1,0.0
3009,2.0,68.0,1,0.0
3012,2.0,21.0,1,2.0
3013,1.0,58.0,1,0.0
3014,1.0,72.0,1,1.0
3016,2.0,66.0,1,1.0
3017,2.0,60.0,1,2.0
3024,1.0,38.0,0,2.0
3027,1.0,59.0,0,0.0
3028,1.0,45.0,0,0.0
3028,2.0,48.0,0,1.0
3035,1.0,73.0,1,3.0
3036,2.0,65.0,1,3.0
3038,2.0,72.0,0,3.0
3038,2.0,68.0,0,3.0
3038,1.0,70.0,0,1.0
3038,1.0,67.0,0,1.0
3040,1.0,70.0,1,0.0
3040,2.0,43.0,0,4.0
3043,1.0,68.0,1,0.0
3044,1.0,73.0,1,0.0
3048,1.0,67.0,1,1.0
3052,1.0,66.0,0,2.0
3064,1.0,65.0,1,0.0
3066,2.0,65.0,1,2.0
3066,2.0,44.0,0,0.0
3068,2.0,68.0,1,0.0
3072,2.0,44.0,0,0.0
3072,1.0,45.0,0,0.0
3073,2.0,94.0,0,0.0
3073,2.0,50.0,0,0.0
3073,2.0,48.0,0,0.0
3076,1.0,73.0,1,0.0
3084,1.0,71.0,1,4.0
3086,2.0,48.0,1,0.0
3086,2.0,49.0,0,0.0
3086,1.0,46.0,0,0.0
3086,1.0,44.0,0,0.0
3086,2.0,13.0,0,0.0
3086,2.0,12.0,0,0.0
3086,2.0,12.0,0,0.0
3086,1.0,9.0,0,0.0
3086,1.0,8.0,0,0.0
3087,2.0,62.0,1,1.0
3090,2.0,62.0,1,1.0
3096,2.0,63.0,1,0.0
3116,2.0,72.0,0,0.0
3118,1.0,72.0,1,1.0
3120,2.0,65.0,1,1.0
3122,2.0,23.0,0,2.0
3122,2.0,57.0,1,0.0
3122,2.0,39.0,0,1.0
3122,2.0,37.0,0,0.0
3122,1.0,35.0,0,0.0
3122,1.0,31.0,0,0.0
3123,2.0,75.0,1,1.0
3123,2.0,46.0,0,2.0
3124,2.0,64.0,1,3.0
3128,2.0,38.0,0,0.0
3138,1.0,43.0,1,0.0
3140,1.0,74.0,1,0.0
3141,2.0,69.0,1,0.0
3150,2.0,58.0,0,2.0
3153,2.0,33.0,0,3.0
3156,1.0,75.0,1,0.0
3158,2.0,72.0,0,1.0
3162,1.0,66.0,1,3.0
3166,2.0,66.0,1,2.0
3168,1.0,67.0,1,1.0
3169,2.0,64.0,1,1.0
3169,1.0,43.0,0,0.0
3172,1.0,68.0,1,2.0
3174,2.0,73.0,0,0.0
3177,2.0,45.0,0,1.0
3177,1.0,43.0,0,0.0
3179,1.0,70.0,1,2.0
3184,2.0,63.0,1,0.0
3190,1.0,70.0,1,0.0
3192,2.0,42.0,1,2.0
3198,2.0,44.0,0,2.0
3198,2.0,66.0,0,1.0
3202,2.0,44.0,0,1.0
3206,2.0,69.0,1,0.0
3209,2.0,62.0,1,1.0
3210,1.0,68.0,1,3.0
3215,1.0,69.0,1,2.0
3222,1.0,72.0,1,0.0
3224,1.0,70.0,1,0.0
3227,2.0,68.0,1,1.0
3228,1.0,69.0,1,1.0
3228,2.0,65.0,0,0.0
3228,2.0,66.0,0,0.0
3228,2.0,68.0,0,0.0
3228,2.0,70.0,0,0.0
3236,1.0,76.0,1,3.0
3236,2.0,66.0,0,0.0
3236,2.0,65.0,0,0.0
3236,2.0,89.0,0,0.0
3236,2.0,70.0,0,0.0
3236,1.0,71.0,0,0.0
3237,1.0,18.0,0,0.0
3249,2.0,69.0,1,0.0
3258,1.0,34.0,0,2.0
3258,2.0,71.0,0,0.0
3259,2.0,71.0,1,1.0
3260,1.0,69.0,1,1.0
3264,1.0,75.0,1,5.0
3264,2.0,45.0,0,0.0
3265,1.0,40.0,0,1.0
3265,2.0,36.0,0,1.0
3267,2.0,67.0,0,1.0
3269,1.0,73.0,1,2.0
3270,1.0,70.0,0,0.0
3274,1.0,74.0,1,0.0
3276,1.0,46.0,0,0.0
3281,1.0,27.0,0,0.0
3282,2.0,65.0,1,1.0
3282,2.0,45.0,0,2.0
3282,1.0,30.0,0,0.0
3283,1.0,72.0,1,0.0
3284,2.0,66.0,1,0.0
3289,2.0,69.0,1,5.0
3294,1.0,68.0,1,0.0
3294,1.0,47.0,0,0.0
3294,2.0,44.0,0,0.0
3297,1.0,75.0,1,0.0
3299,2.0,81.0,1,1.0
3301,2.0,45.0,0,2.0
3301,2.0,45.0,0,0.0
3306,1.0,65.0,0,1.0
3310,2.0,69.0,1,4.0
3312,2.0,61.0,1,2.0
3313,2.0,68.0,1,0.0
3325,2.0,65.0,1,1.0
3330,2.0,62.0,0,0.0
3330,1.0,78.0,0,0.0
3339,1.0,67.0,1,1.0
3343,1.0,72.0,1,0.0
3343,2.0,50.0,0,0.0
3348,2.0,67.0,1,0.0
3351,2.0,48.0,1,0.0
3351,2.0,30.0,0,2.0
3354,1.0,72.0,0,0.0
3355,1.0,73.0,1,3.0
3357,1.0,58.0,1,0.0
3357,1.0,47.0,0,1.0
3357,2.0,55.0,0,1.0
3358,1.0,72.0,1,1.0
3364,1.0,70.0,1,0.0
3368,1.0,75.0,1,1.0
3370,1.0,84.0,0,2.0
3374,1.0,72.0,1,1.0
3374,2.0,29.0,1,0.0
3375,2.0,64.0,1,1.0
3375,1.0,47.0,0,0.0
3375,2.0,46.0,0,1.0
3375,1.0,45.0,0,0.0
3375,1.0,44.0,0,0.0
3375,1.0,42.0,0,0.0
3375,1.0,34.0,0,1.0
3375,2.0,29.0,0,1.0
3382,1.0,73.0,1,0.0
3388,1.0,71.0,1,1.0
3390,1.0,69.0,1,4.0
3391,2.0,67.0,1,0.0
3391,1.0,43.0,1,0.0
3391,2.0,41.0,1,0.0
3392,2.0,65.0,1,0.0
3397,2.0,45.0,0,3.0
3397,2.0,20.0,0,0.0
3397,1.0,40.0,0,1.0
3397,2.0,27.0,0,2.0
3401,2.0,23.0,0,0.0
3402,1.0,72.0,1,1.0
3402,2.0,50.0,0,0.0
3404,1.0,75.0,1,1.0
3407,2.0,65.0,1,3.0
3407,1.0,46.0,0,1.0
3407,1.0,48.0,0,0.0
3408,2.0,35.0,0,1.0
3410,2.0,71.0,1,1.0
3410,1.0,46.0,0,0.0
3410,2.0,45.0,0,1.0
3414,1.0,76.0,1,0.0
3415,2.0,67.0,1,0.0
3416,1.0,74.0,1,4.0
3421,1.0,72.0,1,0.0
3423,1.0,48.0,0,0.0
3427,1.0,70.0,1,2.0
3433,2.0,64.0,1,1.0
3439,2.0,68.0,1,4.0
3439,2.0,27.0,0,2.0
3439,2.0,50.0,0,0.0
3439,2.0,76.0,0,0.0
3439,1.0,69.0,0,0.0
3439,1.0,69.0,0,0.0
3439,1.0,65.0,0,0.0
3439,1.0,65.0,0,0.0
3439,1.0,63.0,0,0.0
3439,1.0,67.0,0,0.0
3439,,,0,
3439,,,0,
3447,2.0,69.0,1,1.0
3452,2.0,61.0,1,0.0
3454,2.0,52.0,0,1.0
3460,1.0,69.0,1,2.0
3462,1.0,67.0,1,2.0
3471,2.0,46.0,0,0.0
3471,2.0,85.0,0,0.0
3472,1.0,74.0,1,1.0
3472,1.0,45.0,0,0.0
3477,1.0,70.0,1,0.0
3477,1.0,46.0,0,1.0
3477,2.0,34.0,0,0.0
3487,2.0,37.0,0,0.0
3487,2.0,36.0,0,0.0
3487,2.0,40.0,0,3.0
3487,2.0,74.0,0,0.0
3497,2.0,53.0,1,0.0
3498,1.0,75.0,1,0.0
3498,2.0,49.0,0,0.0
3498,2.0,48.0,0,0.0
3501,1.0,69.0,1,3.0
3501,2.0,60.0,0,0.0
3501,2.0,70.0,0,0.0
3501,2.0,68.0,0,0.0
3506,2.0,69.0,0,0.0
3507,2.0,68.0,0,1.0
3510,1.0,73.0,1,0.0
3511,1.0,71.0,1,0.0
3511,1.0,45.0,0,0.0
3511,1.0,43.0,0,0.0
3512,2.0,70.0,1,5.0
3513,1.0,43.0,0,0.0
3517,2.0,76.0,1,0.0
3519,1.0,52.0,0,3.0
3519,2.0,50.0,0,5.0
3520,2.0,46.0,0,4.0
3521,2.0,65.0,1,0.0
3525,2.0,62.0,1,0.0
3533,1.0,47.0,0,1.0
3534,1.0,74.0,1,0.0
3534,1.0,37.0,0,1.0
3536,1.0,42.0,0,0.0
3550,2.0,63.0,1,0.0
3550,1.0,30.0,0,2.0
3553,1.0,82.0,1,1.0
3553,1.0,48.0,0,0.0
3553,2.0,44.0,0,0.0
3559,2.0,72.0,1,3.0
3563,1.0,83.0,1,3.0
3568,1.0,78.0,1,0.0
3574,2.0,68.0,1,0.0
3576,2.0,67.0,1,0.0
3577,2.0,72.0,0,0.0
3584,2.0,74.0,0,1.0
3584,2.0,38.0,0,0.0
3585,1.0,75.0,1,1.0
3597,2.0,68.0,1,2.0
3601,2.0,69.0,1,1.0
3604,1.0,48.0,1,0.0
3604,2.0,67.0,0,2.0
3605,2.0,36.0,0,0.0
3607,2.0,45.0,0,0.0
3608,2.0,46.0,0,0.0
3613,2.0,66.0,1,5.0
3615,1.0,55.0,1,1.0
3619,1.0,71.0,1,0.0
3627,2.0,44.0,1,4.0
3632,1.0,71.0,1,1.0
3633,2.0,68.0,0,0.0
3633,2.0,69.0,0,0.0
3635,2.0,57.0,1,2.0
3636,1.0,46.0,0,0.0
3636,2.0,72.0,0,1.0
3636,2.0,60.0,0,0.0
3636,2.0,48.0,0,0.0
3636,2.0,93.0,0,0.0
3639,1.0,49.0,0,0.0
3641,1.0,74.0,1,1.0
3651,1.0,65.0,1,1.0
3654,2.0,68.0,1,5.0
3657,2.0,83.0,0,0.0
3658,2.0,66.0,0,2.0
3659,1.0,75.0,1,3.0
3659,1.0,50.0,0,0.0
3659,1.0,48.0,0,0.0
3659,2.0,43.0,0,0.0
3659,2.0,35.0,0,0.0
3663,1.0,77.0,1,0.0
3669,1.0,75.0,1,1.0
3669,2.0,49.0,0,0.0
3669,2.0,48.0,0,0.0
3669,2.0,45.0,0,1.0
3671,1.0,77.0,1,0.0
3671,2.0,78.0,0,0.0
3674,2.0,60.0,1,1.0
3681,1.0,46.0,0,0.0
3681,2.0,70.0,0,1.0
3681,2.0,77.0,0,0.0
3684,2.0,48.0,0,2.0
3684,2.0,50.0,0,1.0
3684,2.0,41.0,0,0.0
3684,1.0,40.0,0,0.0
3685,1.0,76.0,1,0.0
3690,1.0,44.0,0,1.0
3690,1.0,38.0,0,2.0
3690,2.0,50.0,0,0.0
3690,2.0,50.0,0,0.0
3690,2.0,60.0,0,0.0
3690,2.0,65.0,0,0.0
3690,1.0,70.0,0,0.0
3690,2.0,72.0,0,0.0
3690,2.0,55.0,0,0.0
3690,2.0,49.0,0,0.0
3690,,,0,
3690,,,0,
3691,2.0,65.0,1,5.0
3694,2.0,36.0,0,2.0
3694,2.0,70.0,0,0.0
3694,1.0,80.0,0,0.0
3694,1.0,46.0,0,0.0
3698,2.0,42.0,0,0.0
3698,1.0,51.0,0,0.0
3698,1.0,48.0,0,0.0
3698,1.0,39.0,0,0.0
3705,1.0,70.0,1,0.0
3706,1.0,52.0,0,0.0
3706,2.0,51.0,0,0.0
3706,1.0,50.0,0,0.0
3706,2.0,77.0,0,0.0
3708,2.0,68.0,1,1.0
3709,2.0,72.0,0,0.0
3713,2.0,62.0,1,0.0
3714,1.0,74.0,1,0.0
3717,2.0,42.0,0,0.0
3721,1.0,73.0,1,2.0
3724,1.0,66.0,1,0.0
3725,1.0,71.0,1,2.0
3725,1.0,42.0,0,2.0
3729,2.0,59.0,0,0.0
3730,1.0,77.0,1,0.0
3738,2.0,68.0,1,0.0
3739,2.0,58.0,0,0.0
3740,2.0,47.0,0,0.0
3746,1.0,78.0,1,1.0
3749,1.0,50.0,1,4.0
3749,1.0,49.0,0,0.0
3751,1.0,45.0,0,1.0
3753,2.0,44.0,1,0.0
3755,1.0,73.0,1,2.0
3757,1.0,47.0,0,0.0
3757,2.0,55.0,0,0.0
3758,2.0,70.0,1,0.0
3760,2.0,50.0,0,0.0
3760,2.0,75.0,1,0.0
3767,2.0,65.0,1,1.0
3769,2.0,65.0,1,1.0
3770,2.0,68.0,1,0.0
3774,2.0,66.0,1,0.0
3774,2.0,39.0,0,0.0
3776,1.0,45.0,1,4.0
3778,2.0,69.0,1,0.0
3781,2.0,67.0,0,0.0
3790,1.0,73.0,0,0.0
3804,1.0,75.0,1,3.0
3805,2.0,68.0,1,0.0
3809,2.0,65.0,1,0.0
3812,2.0,67.0,1,1.0
3814,1.0,81.0,1,0.0
3815,1.0,48.0,0,2.0
3815,2.0,60.0,0,0.0
3815,2.0,77.0,0,0.0
3816,1.0,73.0,1,1.0
3820,2.0,66.0,1,0.0
3830,1.0,81.0,1,1.0
3831,2.0,69.0,1,4.0
